gun,state,year,count_guns,latitude,longitude,n_killed,n_injured,fip,state_abbr,population,count_total_guns,gun_percentage,total_guns_per_1M
Other,Georgia,2016,13,33.92480769230769,-84.30182307692309,2,0,13,GA,10301890,513,2.53411306042885,49.796687792240064
Rifle,Georgia,2016,41,32.79339500000001,-83.28795249999999,6,7,13,GA,10301890,513,7.992202729044834,49.796687792240064
Shotgun,Georgia,2016,41,32.9392675,-83.8990325,11,15,13,GA,10301890,513,7.992202729044834,49.796687792240064
12 gauge,Georgia,2017,1,34.2682,-85.2175,0,0,13,GA,10410330,255,0.39215686274509803,24.494900738016952
20 gauge,Georgia,2017,1,31.2059,-81.479,1,0,13,GA,10410330,255,0.39215686274509803,24.494900738016952
22 LR,Georgia,2017,13,33.26294615384615,-84.4651923076923,1,1,13,GA,10410330,255,5.098039215686274,24.494900738016952
25 Auto,Georgia,2017,3,33.69253333333334,-83.96703333333333,0,0,13,GA,10410330,255,1.1764705882352942,24.494900738016952
308 Win,Georgia,2017,1,31.2158,-83.7946,0,0,13,GA,10410330,255,0.39215686274509803,24.494900738016952
357 Mag,Georgia,2017,6,33.0234,-83.43766666666667,0,5,13,GA,10410330,255,2.3529411764705883,24.494900738016952
38 Spl,Georgia,2017,3,33.20226666666667,-83.58093333333333,0,1,13,GA,10410330,255,1.1764705882352942,24.494900738016952
380 Auto,Georgia,2017,9,33.08493333333333,-83.3921111111111,0,0,13,GA,10410330,255,3.5294117647058822,24.494900738016952
40 SW,Georgia,2017,11,33.1345,-84.04864545454546,5,0,13,GA,10410330,255,4.313725490196078,24.494900738016952
410 gauge,Georgia,2017,1,34.2559,-85.2314,0,0,13,GA,10410330,255,0.39215686274509803,24.494900738016952
45 Auto,Georgia,2017,13,33.40867692307693,-84.1626076923077,3,1,13,GA,10410330,255,5.098039215686274,24.494900738016952
9mm,Georgia,2017,34,33.11180909090909,-84.05000000000001,3,5,13,GA,10410330,255,13.333333333333334,24.494900738016952
Handgun,Georgia,2017,113,33.21292678571428,-83.88804464285714,23,44,13,GA,10410330,255,44.31372549019608,24.494900738016952
Other,Georgia,2017,8,33.74465,-84.687575,0,1,13,GA,10410330,255,3.1372549019607843,24.494900738016952
Rifle,Georgia,2017,26,33.801411538461544,-83.95106923076924,4,6,13,GA,10410330,255,10.196078431372548,24.494900738016952
Shotgun,Georgia,2017,12,33.719908333333336,-84.30739166666667,3,4,13,GA,10410330,255,4.705882352941177,24.494900738016952
12 gauge,Georgia,2018,1,32.4575,-84.9862,0,3,13,GA,10511131,55,1.8181818181818181,5.232548238624369
22 LR,Georgia,2018,4,33.551325,-83.3952,1,0,13,GA,10511131,55,7.2727272727272725,5.232548238624369
357 Mag,Georgia,2018,2,33.7885,-84.9223,0,0,13,GA,10511131,55,3.6363636363636362,5.232548238624369
38 Spl,Georgia,2018,2,32.5429,-84.9259,0,0,13,GA,10511131,55,3.6363636363636362,5.232548238624369
380 Auto,Georgia,2018,4,32.457049999999995,-83.59385,0,0,13,GA,10511131,55,7.2727272727272725,5.232548238624369
40 SW,Georgia,2018,2,31.048450000000003,-83.53935000000001,0,0,13,GA,10511131,55,3.6363636363636362,5.232548238624369
45 Auto,Georgia,2018,2,34.5738,-83.3161,0,2,13,GA,10511131,55,3.6363636363636362,5.232548238624369
9mm,Georgia,2018,10,32.31273,-83.56125999999999,0,1,13,GA,10511131,55,18.181818181818183,5.232548238624369
Handgun,Georgia,2018,20,33.07290555555556,-83.40441111111112,2,3,13,GA,10511131,55,36.36363636363637,5.232548238624369
Rifle,Georgia,2018,6,34.0129,-83.4209,0,0,13,GA,10511131,55,10.909090909090908,5.232548238624369
Shotgun,Georgia,2018,2,32.42045,-83.70045,0,0,13,GA,10511131,55,3.6363636363636362,5.232548238624369
12 gauge,Hawaii,2016,2,19.6001,-154.9395,1,0,15,HI,1427559,35,5.714285714285714,24.517375463991332
22 LR,Hawaii,2016,3,19.706166666666668,-155.07066666666665,1,0,15,HI,1427559,35,8.571428571428571,24.517375463991332
38 Spl,Hawaii,2016,1,20.9163,-156.321,0,0,15,HI,1427559,35,2.857142857142857,24.517375463991332
45 Auto,Hawaii,2016,1,19.616,-154.958,1,0,15,HI,1427559,35,2.857142857142857,24.517375463991332
9mm,Hawaii,2016,2,21.59935,-158.04000000000002,0,0,15,HI,1427559,35,5.714285714285714,24.517375463991332
Handgun,Hawaii,2016,16,20.2866,-156.27474999999998,7,3,15,HI,1427559,35,45.714285714285715,24.517375463991332
Rifle,Hawaii,2016,7,20.177671428571426,-156.09057142857142,1,2,15,HI,1427559,35,20.0,24.517375463991332
Shotgun,Hawaii,2016,3,20.26216666666667,-156.05433333333335,1,1,15,HI,1427559,35,8.571428571428571,24.517375463991332
12 gauge,Hawaii,2018,1,20.2383,-155.837,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
22 LR,Hawaii,2018,1,20.2383,-155.837,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
9mm,Hawaii,2018,1,20.2383,-155.837,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
Handgun,Hawaii,2018,1,19.5527,-154.973,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
Rifle,Hawaii,2018,1,19.5527,-154.973,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
Shotgun,Hawaii,2018,1,19.5527,-154.973,0,0,15,HI,1420593,6,16.666666666666668,4.223588318399429
12 gauge,Idaho,2014,1,43.6749,-116.682,0,0,16,ID,1631112,39,2.5641025641025643,23.910068713859012
20 gauge,Idaho,2014,3,43.241733333333336,-116.05266666666667,0,2,16,ID,1631112,39,7.6923076923076925,23.910068713859012
22 LR,Idaho,2014,4,45.990925,-115.60875000000001,1,1,16,ID,1631112,39,10.256410256410257,23.910068713859012
32 Auto,Idaho,2014,1,43.6169,-116.201,0,0,16,ID,1631112,39,2.5641025641025643,23.910068713859012
380 Auto,Idaho,2014,2,43.60695,-116.297,0,0,16,ID,1631112,39,5.128205128205129,23.910068713859012
45 Auto,Idaho,2014,1,43.6169,-116.201,0,0,16,ID,1631112,39,2.5641025641025643,23.910068713859012
9mm,Idaho,2014,7,44.10882857142857,-115.94271428571429,1,1,16,ID,1631112,39,17.94871794871795,23.910068713859012
Handgun,Idaho,2014,4,44.2559,-115.34925,1,0,16,ID,1631112,39,10.256410256410257,23.910068713859012
Other,Idaho,2014,2,45.663700000000006,-116.601,0,1,16,ID,1631112,39,5.128205128205129,23.910068713859012
Rifle,Idaho,2014,9,44.378366666666665,-116.12066666666666,3,0,16,ID,1631112,39,23.076923076923077,23.910068713859012
Shotgun,Idaho,2014,5,44.41078,-116.54920000000001,0,0,16,ID,1631112,39,12.820512820512821,23.910068713859012
12 gauge,Idaho,2015,1,43.6772,-116.674,0,1,16,ID,1651059,123,0.8130081300813008,74.49764060521156
16 gauge,Idaho,2015,1,43.5826,-116.246,0,0,16,ID,1651059,123,0.8130081300813008,74.49764060521156
22 LR,Idaho,2015,12,44.58257272727272,-115.21809090909092,0,2,16,ID,1651059,123,9.75609756097561,74.49764060521156
30-30 Win,Idaho,2015,1,43.6187,-116.215,0,0,16,ID,1651059,123,0.8130081300813008,74.49764060521156
32 Auto,Idaho,2015,1,43.6187,-116.215,0,0,16,ID,1651059,123,0.8130081300813008,74.49764060521156
357 Mag,Idaho,2015,3,43.5137,-113.25366666666666,0,1,16,ID,1651059,123,2.4390243902439024,74.49764060521156
38 Spl,Idaho,2015,6,44.28628333333333,-116.4155,1,0,16,ID,1651059,123,4.878048780487805,74.49764060521156
380 Auto,Idaho,2015,8,44.48217499999999,-114.44149999999999,2,1,16,ID,1651059,123,6.504065040650406,74.49764060521156
40 SW,Idaho,2015,6,43.328183333333335,-115.173,1,2,16,ID,1651059,123,4.878048780487805,74.49764060521156
410 gauge,Idaho,2015,1,48.2766,-116.553,0,0,16,ID,1651059,123,0.8130081300813008,74.49764060521156
44 Mag,Idaho,2015,1,47.627,-115.858,1,0,16,ID,1651059,123,0.8130081300813008,74.49764060521156
45 Auto,Idaho,2015,11,44.11087272727273,-115.11836363636363,0,1,16,ID,1651059,123,8.94308943089431,74.49764060521156
9mm,Idaho,2015,9,44.397577777777784,-114.98166666666667,5,0,16,ID,1651059,123,7.317073170731708,74.49764060521156
Handgun,Idaho,2015,34,44.310609375000006,-116.082375,19,5,16,ID,1651059,123,27.642276422764226,74.49764060521156
Other,Idaho,2015,4,44.933625,-116.50574999999999,1,0,16,ID,1651059,123,3.252032520325203,74.49764060521156
Rifle,Idaho,2015,12,44.64130833333334,-115.83983333333333,5,3,16,ID,1651059,123,9.75609756097561,74.49764060521156
Shotgun,Idaho,2015,12,43.538641666666656,-114.68583333333335,5,1,16,ID,1651059,123,9.75609756097561,74.49764060521156
12 gauge,Idaho,2018,2,43.01385,-112.539,0,0,16,ID,1750536,25,8.0,14.281340115256127
22 LR,Idaho,2018,1,43.478,-112.004,1,0,16,ID,1750536,25,4.0,14.281340115256127
357 Mag,Idaho,2018,1,42.9342,-114.409,0,0,16,ID,1750536,25,4.0,14.281340115256127
45 Auto,Idaho,2018,1,46.7154,-117.007,0,1,16,ID,1750536,25,4.0,14.281340115256127
Handgun,Idaho,2018,12,44.655908333333336,-116.05691666666667,2,2,16,ID,1750536,25,48.0,14.281340115256127
Rifle,Idaho,2018,5,43.58398,-116.36779999999999,0,0,16,ID,1750536,25,20.0,14.281340115256127
Shotgun,Idaho,2018,3,43.659333333333336,-114.84499999999998,0,0,16,ID,1750536,25,12.0,14.281340115256127
12 gauge,Illinois,2016,17,40.439131249999996,-88.97916875,0,7,17,IL,12820527,661,2.571860816944024,51.557942976915065
20 gauge,Illinois,2016,1,42.2594,-89.1067,0,0,17,IL,12820527,661,0.15128593040847202,51.557942976915065
22 LR,Illinois,2016,23,40.71971739130434,-88.58621304347825,2,1,17,IL,12820527,661,3.479576399394856,51.557942976915065
25 Auto,Illinois,2016,4,41.410275,-88.19364999999999,0,0,17,IL,12820527,661,0.6051437216338881,51.557942976915065
30-06 Spr,Illinois,2016,1,38.8945,-90.1638,0,0,17,IL,12820527,661,0.15128593040847202,51.557942976915065
32 Auto,Illinois,2016,7,41.42341428571429,-88.5747142857143,1,1,17,IL,12820527,661,1.059001512859304,51.557942976915065
357 Mag,Illinois,2016,11,41.386536363636374,-88.79970909090909,0,1,17,IL,12820527,661,1.6641452344931922,51.557942976915065
38 Spl,Illinois,2016,12,40.91601999999999,-89.10188000000002,1,2,17,IL,12820527,661,1.8154311649016641,51.557942976915065
380 Auto,Illinois,2016,19,40.48815625,-88.88185,1,2,17,IL,12820527,661,2.8744326777609683,51.557942976915065
40 SW,Illinois,2016,31,41.04208666666667,-88.49728,4,4,17,IL,12820527,661,4.689863842662632,51.557942976915065
410 gauge,Illinois,2016,1,42.2594,-89.1067,0,0,17,IL,12820527,661,0.15128593040847202,51.557942976915065
44 Mag,Illinois,2016,2,42.25685,-89.07095,0,1,17,IL,12820527,661,0.30257186081694404,51.557942976915065
45 Auto,Illinois,2016,23,41.23798095238096,-88.46131428571428,4,2,17,IL,12820527,661,3.479576399394856,51.557942976915065
9mm,Illinois,2016,62,40.80197068965517,-88.67244827586207,11,6,17,IL,12820527,661,9.379727685325264,51.557942976915065
Handgun,Illinois,2016,383,41.32919821958454,-88.39334985163224,13,91,17,IL,12820527,661,57.94251134644478,51.557942976915065
Rifle,Illinois,2016,37,40.861768571428584,-88.5244914285714,3,6,17,IL,12820527,661,5.597579425113464,51.557942976915065
Shotgun,Illinois,2016,27,40.53825,-89.03475384615385,2,3,17,IL,12820527,661,4.084720121028744,51.557942976915065
12 gauge,Illinois,2017,11,40.64232,-89.85981,0,0,17,IL,12778828,666,1.6516516516516517,52.117455528785584
20 gauge,Illinois,2017,1,,,0,0,17,IL,12778828,666,0.15015015015015015,52.117455528785584
22 LR,Illinois,2017,22,40.93130909090908,-88.71353181818182,2,0,17,IL,12778828,666,3.3033033033033035,52.117455528785584
25 Auto,Illinois,2017,4,41.921975,-88.35805,0,0,17,IL,12778828,666,0.6006006006006006,52.117455528785584
32 Auto,Illinois,2017,3,41.12396666666667,-88.34403333333334,0,0,17,IL,12778828,666,0.45045045045045046,52.117455528785584
357 Mag,Illinois,2017,10,40.53149,-88.87114,2,0,17,IL,12778828,666,1.5015015015015014,52.117455528785584
38 Spl,Illinois,2017,18,41.12158333333333,-88.67621666666666,2,4,17,IL,12778828,666,2.7027027027027026,52.117455528785584
380 Auto,Illinois,2017,25,41.44714400000001,-88.43290800000001,1,3,17,IL,12778828,666,3.7537537537537538,52.117455528785584
40 SW,Illinois,2017,33,41.32086666666667,-88.66649,5,1,17,IL,12778828,666,4.954954954954955,52.117455528785584
44 Mag,Illinois,2017,1,41.7309,-88.3164,0,0,17,IL,12778828,666,0.15015015015015015,52.117455528785584
45 Auto,Illinois,2017,21,41.32226315789474,-88.31634210526315,3,2,17,IL,12778828,666,3.1531531531531534,52.117455528785584
9mm,Illinois,2017,78,41.08362499999999,-88.66570277777781,4,12,17,IL,12778828,666,11.711711711711711,52.117455528785584
Handgun,Illinois,2017,324,41.06547070063699,-88.65596401273885,17,50,17,IL,12778828,666,48.648648648648646,52.117455528785584
Other,Illinois,2017,11,41.74977272727272,-88.23215454545455,0,0,17,IL,12778828,666,1.6516516516516517,52.117455528785584
Rifle,Illinois,2017,48,40.87982173913043,-88.82596956521738,12,21,17,IL,12778828,666,7.207207207207207,52.117455528785584
Shotgun,Illinois,2017,56,40.42559074074074,-89.09415925925929,1,5,17,IL,12778828,666,8.408408408408409,52.117455528785584
12 gauge,Indiana,2014,1,39.0843,-87.4208,0,1,18,IN,6593644,107,0.9345794392523364,16.227749026183396
22 LR,Indiana,2014,1,39.7281,-86.2513,0,0,18,IN,6593644,107,0.9345794392523364,16.227749026183396
38 Spl,Indiana,2014,1,41.6292,-87.478,0,0,18,IN,6593644,107,0.9345794392523364,16.227749026183396
380 Auto,Indiana,2014,4,39.937925,-86.06967500000002,0,2,18,IN,6593644,107,3.7383177570093458,16.227749026183396
40 SW,Indiana,2014,2,39.88485,-85.3425,1,0,18,IN,6593644,107,1.8691588785046729,16.227749026183396
45 Auto,Indiana,2014,2,40.541250000000005,-86.85765,1,0,18,IN,6593644,107,1.8691588785046729,16.227749026183396
9mm,Indiana,2014,2,40.56615,-86.6835,0,1,18,IN,6593644,107,1.8691588785046729,16.227749026183396
Handgun,Indiana,2014,42,39.64694749999999,-86.09579249999994,5,6,18,IN,6593644,107,39.25233644859813,16.227749026183396
Other,Indiana,2014,6,40.04546666666666,-86.41426666666666,0,0,18,IN,6593644,107,5.607476635514018,16.227749026183396
Rifle,Indiana,2014,25,38.81734800000001,-85.76833199999993,0,1,18,IN,6593644,107,23.364485981308412,16.227749026183396
Shotgun,Indiana,2014,21,39.74609523809525,-86.09457142857138,1,2,18,IN,6593644,107,19.626168224299064,16.227749026183396
12 gauge,Indiana,2015,9,40.60599999999999,-86.38154444444446,0,4,18,IN,6608422,302,2.980132450331126,45.699260731230545
20 gauge,Indiana,2015,2,41.26105,-86.2959,0,1,18,IN,6608422,302,0.6622516556291391,45.699260731230545
22 LR,Indiana,2015,18,40.148494444444445,-86.57383333333331,3,4,18,IN,6608422,302,5.960264900662252,45.699260731230545
25 Auto,Indiana,2015,1,40.1911,-85.3817,0,0,18,IN,6608422,302,0.33112582781456956,45.699260731230545
300 Win,Indiana,2015,1,39.8498,-86.4235,0,0,18,IN,6608422,302,0.33112582781456956,45.699260731230545
357 Mag,Indiana,2015,3,39.578833333333336,-87.02546666666666,0,1,18,IN,6608422,302,0.9933774834437086,45.699260731230545
38 Spl,Indiana,2015,11,40.26436363636364,-86.487,0,2,18,IN,6608422,302,3.642384105960265,45.699260731230545
380 Auto,Indiana,2015,15,40.19900666666667,-85.97485999999999,0,1,18,IN,6608422,302,4.966887417218543,45.699260731230545
40 SW,Indiana,2015,8,41.02148749999999,-86.2557625,1,2,18,IN,6608422,302,2.6490066225165565,45.699260731230545
45 Auto,Indiana,2015,9,39.53382222222222,-86.63326666666666,0,2,18,IN,6608422,302,2.980132450331126,45.699260731230545
9mm,Indiana,2015,30,40.18458333333333,-85.89551999999999,3,8,18,IN,6608422,302,9.933774834437086,45.699260731230545
Handgun,Indiana,2015,144,40.1765604316547,-86.47712589928061,15,32,18,IN,6608422,302,47.682119205298015,45.699260731230545
Other,Indiana,2015,5,40.118359999999996,-87.34658,0,1,18,IN,6608422,302,1.6556291390728477,45.699260731230545
Rifle,Indiana,2015,18,40.61728333333333,-86.36842777777777,0,3,18,IN,6608422,302,5.960264900662252,45.699260731230545
Shotgun,Indiana,2015,28,40.172921428571435,-86.50067499999999,4,8,18,IN,6608422,302,9.271523178807946,45.699260731230545
12 gauge,Indiana,2017,11,39.45906363636364,-86.37648181818183,2,2,18,IN,6658078,452,2.433628318584071,67.88745941396301
16 gauge,Indiana,2017,1,37.9578,-87.5204,0,0,18,IN,6658078,452,0.22123893805309736,67.88745941396301
20 gauge,Indiana,2017,4,39.49925,-86.83675,0,0,18,IN,6658078,452,0.8849557522123894,67.88745941396301
22 LR,Indiana,2017,14,39.487254545454554,-86.26027272727272,2,2,18,IN,6658078,452,3.0973451327433628,67.88745941396301
28 gauge,Indiana,2017,1,37.9578,-87.5204,0,0,18,IN,6658078,452,0.22123893805309736,67.88745941396301
32 Auto,Indiana,2017,1,39.4505,-87.164,0,0,18,IN,6658078,452,0.22123893805309736,67.88745941396301
357 Mag,Indiana,2017,5,39.949400000000004,-86.84626,0,0,18,IN,6658078,452,1.1061946902654867,67.88745941396301
38 Spl,Indiana,2017,14,40.301408333333335,-85.89828333333334,1,2,18,IN,6658078,452,3.0973451327433628,67.88745941396301
380 Auto,Indiana,2017,4,40.081,-86.340125,0,1,18,IN,6658078,452,0.8849557522123894,67.88745941396301
40 SW,Indiana,2017,22,40.54627142857143,-86.32357142857141,0,2,18,IN,6658078,452,4.867256637168142,67.88745941396301
410 gauge,Indiana,2017,1,37.9578,-87.5204,0,0,18,IN,6658078,452,0.22123893805309736,67.88745941396301
44 Mag,Indiana,2017,3,40.7579,-86.42663333333333,0,0,18,IN,6658078,452,0.6637168141592921,67.88745941396301
45 Auto,Indiana,2017,15,40.048721428571426,-86.76275000000001,4,3,18,IN,6658078,452,3.3185840707964602,67.88745941396301
9mm,Indiana,2017,48,40.343071739130444,-86.20396086956521,6,8,18,IN,6658078,452,10.619469026548673,67.88745941396301
Handgun,Indiana,2017,240,40.31386621004562,-86.09660136986302,20,29,18,IN,6658078,452,53.097345132743364,67.88745941396301
Other,Indiana,2017,5,38.757279999999994,-86.68956,0,0,18,IN,6658078,452,1.1061946902654867,67.88745941396301
Rifle,Indiana,2017,30,39.91092592592593,-86.16935555555554,0,0,18,IN,6658078,452,6.6371681415929205,67.88745941396301
Shotgun,Indiana,2017,33,40.231062068965514,-86.16196551724136,2,6,18,IN,6658078,452,7.300884955752212,67.88745941396301
12 gauge,Indiana,2018,1,39.5229,-87.136,0,0,18,IN,6695497,128,0.78125,19.117326167123963
22 LR,Indiana,2018,6,40.55176,-86.00428,2,0,18,IN,6695497,128,4.6875,19.117326167123963
25 Auto,Indiana,2018,1,40.1638,-84.9782,0,0,18,IN,6695497,128,0.78125,19.117326167123963
30-30 Win,Indiana,2018,1,41.6229,-86.1526,0,0,18,IN,6695497,128,0.78125,19.117326167123963
300 Win,Indiana,2018,1,41.0679,-85.1677,0,0,18,IN,6695497,128,0.78125,19.117326167123963
308 Win,Indiana,2018,1,41.0679,-85.1677,0,0,18,IN,6695497,128,0.78125,19.117326167123963
38 Spl,Indiana,2018,3,40.545966666666665,-86.33486666666666,1,1,18,IN,6695497,128,2.34375,19.117326167123963
380 Auto,Indiana,2018,3,40.864599999999996,-86.66879999999999,0,0,18,IN,6695497,128,2.34375,19.117326167123963
40 SW,Indiana,2018,5,40.008,-86.69066000000001,0,0,18,IN,6695497,128,3.90625,19.117326167123963
45 Auto,Indiana,2018,8,40.6717625,-85.798625,2,2,18,IN,6695497,128,6.25,19.117326167123963
9mm,Indiana,2018,14,40.502684615384624,-85.99292307692305,0,3,18,IN,6695497,128,10.9375,19.117326167123963
Handgun,Indiana,2018,54,40.29123269230768,-86.29260384615385,3,4,18,IN,6695497,128,42.1875,19.117326167123963
Other,Indiana,2018,2,41.1554,-85.46905,0,0,18,IN,6695497,128,1.5625,19.117326167123963
Rifle,Indiana,2018,18,39.60247222222222,-86.16343333333336,0,0,18,IN,6695497,128,14.0625,19.117326167123963
Shotgun,Indiana,2018,10,40.66546,-86.20554999999999,1,0,18,IN,6695497,128,7.8125,19.117326167123963
12 gauge,Iowa,2015,3,42.515950000000004,-92.33285000000001,0,0,19,IA,3120960,207,1.4492753623188406,66.32574592433097
20 gauge,Iowa,2015,1,42.4742,-92.3669,0,0,19,IA,3120960,207,0.4830917874396135,66.32574592433097
22 LR,Iowa,2015,23,42.40587272727272,-92.27437727272728,2,4,19,IA,3120960,207,11.11111111111111,66.32574592433097
25 Auto,Iowa,2015,1,42.498,-92.2246,0,0,19,IA,3120960,207,0.4830917874396135,66.32574592433097
32 Auto,Iowa,2015,2,42.1182,-91.9711,0,0,19,IA,3120960,207,0.966183574879227,66.32574592433097
357 Mag,Iowa,2015,1,41.4596,-90.8182,0,0,19,IA,3120960,207,0.4830917874396135,66.32574592433097
38 Spl,Iowa,2015,5,41.72106,-92.25512,0,0,19,IA,3120960,207,2.4154589371980677,66.32574592433097
380 Auto,Iowa,2015,20,42.33622499999999,-92.61646499999999,0,1,19,IA,3120960,207,9.66183574879227,66.32574592433097
40 SW,Iowa,2015,12,41.95378333333334,-92.014025,0,3,19,IA,3120960,207,5.797101449275362,66.32574592433097
410 gauge,Iowa,2015,1,41.6038,-93.6317,0,0,19,IA,3120960,207,0.4830917874396135,66.32574592433097
44 Mag,Iowa,2015,2,42.4742,-92.3669,0,0,19,IA,3120960,207,0.966183574879227,66.32574592433097
45 Auto,Iowa,2015,5,42.505599999999994,-92.38686666666666,0,0,19,IA,3120960,207,2.4154589371980677,66.32574592433097
9mm,Iowa,2015,24,42.072295833333335,-92.51904166666668,1,2,19,IA,3120960,207,11.594202898550725,66.32574592433097
Handgun,Iowa,2015,84,41.961142682926805,-92.81508048780488,9,11,19,IA,3120960,207,40.57971014492754,66.32574592433097
Other,Iowa,2015,3,42.4703,-91.897,0,0,19,IA,3120960,207,1.4492753623188406,66.32574592433097
Rifle,Iowa,2015,5,41.98186,-92.64581999999999,0,0,19,IA,3120960,207,2.4154589371980677,66.32574592433097
Shotgun,Iowa,2015,15,42.088907142857146,-94.4443,2,7,19,IA,3120960,207,7.246376811594203,66.32574592433097
12 gauge,Iowa,2016,14,42.441614285714294,-92.37842857142857,2,0,19,IA,3131371,278,5.0359712230215825,88.77900446801098
20 gauge,Iowa,2016,2,42.5214,-93.87764999999999,0,0,19,IA,3131371,278,0.7194244604316546,88.77900446801098
22 LR,Iowa,2016,17,41.91636875,-92.736475,0,2,19,IA,3131371,278,6.115107913669065,88.77900446801098
25 Auto,Iowa,2016,1,42.4992,-92.331,0,0,19,IA,3131371,278,0.3597122302158273,88.77900446801098
32 Auto,Iowa,2016,3,42.3172,-92.134,0,1,19,IA,3131371,278,1.079136690647482,88.77900446801098
357 Mag,Iowa,2016,4,42.279650000000004,-92.08345,0,0,19,IA,3131371,278,1.4388489208633093,88.77900446801098
38 Spl,Iowa,2016,5,41.870475,-92.0377,1,0,19,IA,3131371,278,1.7985611510791366,88.77900446801098
380 Auto,Iowa,2016,9,41.78795714285714,-93.20171428571429,0,2,19,IA,3131371,278,3.237410071942446,88.77900446801098
40 SW,Iowa,2016,13,42.08430909090909,-92.27381818181819,0,3,19,IA,3131371,278,4.676258992805756,88.77900446801098
44 Mag,Iowa,2016,2,42.369550000000004,-93.41635,1,0,19,IA,3131371,278,0.7194244604316546,88.77900446801098
45 Auto,Iowa,2016,7,42.14903333333333,-93.51773333333334,0,1,19,IA,3131371,278,2.5179856115107913,88.77900446801098
9mm,Iowa,2016,34,42.113490625000004,-92.32999062500001,1,3,19,IA,3131371,278,12.23021582733813,88.77900446801098
Handgun,Iowa,2016,128,42.03740403225803,-92.39825403225808,10,20,19,IA,3131371,278,46.0431654676259,88.77900446801098
Other,Iowa,2016,3,41.917366666666666,-92.40306666666667,0,1,19,IA,3131371,278,1.079136690647482,88.77900446801098
Rifle,Iowa,2016,14,42.0465,-92.32433076923077,3,1,19,IA,3131371,278,5.0359712230215825,88.77900446801098
Shotgun,Iowa,2016,22,42.160133333333334,-93.30134285714286,1,7,19,IA,3131371,278,7.913669064748201,88.77900446801098
12 gauge,Kansas,2016,3,38.82513333333333,-97.59446666666668,0,0,20,KS,2910844,132,2.272727272727273,45.34767235894469
22 LR,Kansas,2016,7,38.923271428571425,-96.51437142857144,0,0,20,KS,2910844,132,5.303030303030303,45.34767235894469
30-30 Win,Kansas,2016,1,37.8103,-96.6197,1,0,20,KS,2910844,132,0.7575757575757576,45.34767235894469
357 Mag,Kansas,2016,1,39.0233,-96.8434,0,0,20,KS,2910844,132,0.7575757575757576,45.34767235894469
380 Auto,Kansas,2016,3,38.431000000000004,-97.54110000000001,0,0,20,KS,2910844,132,2.272727272727273,45.34767235894469
40 SW,Kansas,2016,4,38.64106666666667,-96.76446666666668,6,15,20,KS,2910844,132,3.0303030303030303,45.34767235894469
410 gauge,Kansas,2016,1,38.8145,-97.6174,0,0,20,KS,2910844,132,0.7575757575757576,45.34767235894469
44 Mag,Kansas,2016,1,39.0233,-96.8434,0,0,20,KS,2910844,132,0.7575757575757576,45.34767235894469
45 Auto,Kansas,2016,5,38.86093999999999,-98.77174,0,1,20,KS,2910844,132,3.787878787878788,45.34767235894469
