gun,state,year,count_guns,latitude,longitude,n_killed,n_injured,fip,state_abbr,population,count_total_guns,gun_percentage,total_guns_per_1M
32 Auto,Missouri,2015,3,38.70806666666667,-91.11193333333334,0,0,29,MO,6071732,488,0.6147540983606558,80.37245385665902
357 Mag,Missouri,2015,2,39.14845,-94.6368,0,0,29,MO,6071732,488,0.4098360655737705,80.37245385665902
38 Spl,Missouri,2015,15,38.68799333333334,-91.96548,3,4,29,MO,6071732,488,3.0737704918032787,80.37245385665902
380 Auto,Missouri,2015,29,38.49819310344828,-92.87651034482757,3,2,29,MO,6071732,488,5.942622950819672,80.37245385665902
40 SW,Missouri,2015,19,38.20238235294117,-92.09354117647058,2,4,29,MO,6071732,488,3.8934426229508197,80.37245385665902
45 Auto,Missouri,2015,29,38.26086296296297,-92.06920740740742,11,4,29,MO,6071732,488,5.942622950819672,80.37245385665902
9mm,Missouri,2015,47,38.41718297872341,-92.08918297872337,6,6,29,MO,6071732,488,9.631147540983607,80.37245385665902
Handgun,Missouri,2015,218,38.21182614678898,-92.25156009174304,37,59,29,MO,6071732,488,44.67213114754098,80.37245385665902
Other,Missouri,2015,2,38.013149999999996,-93.39695,0,0,29,MO,6071732,488,0.4098360655737705,80.37245385665902
Rifle,Missouri,2015,44,38.003736363636364,-92.89064090909089,4,12,29,MO,6071732,488,9.01639344262295,80.37245385665902
Shotgun,Missouri,2015,38,38.12429210526315,-92.54761052631581,2,6,29,MO,6071732,488,7.786885245901639,80.37245385665902
12 gauge,Missouri,2016,6,38.4123,-91.00580000000001,1,4,29,MO,6087135,408,1.4705882352941178,67.0266061127279
20 gauge,Missouri,2016,1,36.9932,-89.6834,1,0,29,MO,6087135,408,0.24509803921568626,67.0266061127279
22 LR,Missouri,2016,15,38.235380000000006,-92.56122666666666,1,3,29,MO,6087135,408,3.676470588235294,67.0266061127279
25 Auto,Missouri,2016,1,37.2155,-93.2952,0,0,29,MO,6087135,408,0.24509803921568626,67.0266061127279
30-06 Spr,Missouri,2016,1,37.6833,-92.6543,0,0,29,MO,6087135,408,0.24509803921568626,67.0266061127279
308 Win,Missouri,2016,1,36.523,-91.5426,0,0,29,MO,6087135,408,0.24509803921568626,67.0266061127279
357 Mag,Missouri,2016,4,38.76335,-93.1976,1,0,29,MO,6087135,408,0.9803921568627451,67.0266061127279
38 Spl,Missouri,2016,9,38.3803125,-91.76016249999999,2,3,29,MO,6087135,408,2.2058823529411766,67.0266061127279
380 Auto,Missouri,2016,16,38.5606875,-92.55297500000002,1,6,29,MO,6087135,408,3.9215686274509802,67.0266061127279
40 SW,Missouri,2016,17,38.3147375,-91.83006250000001,2,5,29,MO,6087135,408,4.166666666666667,67.0266061127279
410 gauge,Missouri,2016,1,40.2318,-92.7056,0,1,29,MO,6087135,408,0.24509803921568626,67.0266061127279
44 Mag,Missouri,2016,1,36.8588,-94.3896,1,0,29,MO,6087135,408,0.24509803921568626,67.0266061127279
45 Auto,Missouri,2016,15,38.490907692307694,-91.37079999999999,4,5,29,MO,6087135,408,3.676470588235294,67.0266061127279
9mm,Missouri,2016,46,38.30787857142857,-92.48348333333334,4,6,29,MO,6087135,408,11.27450980392157,67.0266061127279
Handgun,Missouri,2016,181,38.35060792682929,-92.2184725609756,40,48,29,MO,6087135,408,44.36274509803921,67.0266061127279
Other,Missouri,2016,5,38.324980000000004,-92.44724000000001,2,0,29,MO,6087135,408,1.2254901960784315,67.0266061127279
Rifle,Missouri,2016,51,38.00088571428571,-92.27872857142854,9,7,29,MO,6087135,408,12.5,67.0266061127279
Shotgun,Missouri,2016,37,38.12004166666666,-92.09986388888892,1,6,29,MO,6087135,408,9.068627450980392,67.0266061127279
12 gauge,Missouri,2017,6,38.41218333333333,-93.05233333333332,0,1,29,MO,6106670,417,1.4388489208633093,68.28598892686193
20 gauge,Missouri,2017,1,38.633,-91.3231,0,1,29,MO,6106670,417,0.23980815347721823,68.28598892686193
22 LR,Missouri,2017,21,37.79195,-92.43737,7,6,29,MO,6106670,417,5.0359712230215825,68.28598892686193
25 Auto,Missouri,2017,2,37.86575,-92.39255,0,0,29,MO,6106670,417,0.47961630695443647,68.28598892686193
30-06 Spr,Missouri,2017,1,39.4131,-92.435,2,0,29,MO,6106670,417,0.23980815347721823,68.28598892686193
30-30 Win,Missouri,2017,1,37.2155,-93.2952,0,0,29,MO,6106670,417,0.23980815347721823,68.28598892686193
300 Win,Missouri,2017,1,37.2155,-93.2952,0,0,29,MO,6106670,417,0.23980815347721823,68.28598892686193
32 Auto,Missouri,2017,2,38.23115,-93.98384999999999,0,0,29,MO,6106670,417,0.47961630695443647,68.28598892686193
357 Mag,Missouri,2017,2,38.371700000000004,-93.9883,0,0,29,MO,6106670,417,0.47961630695443647,68.28598892686193
38 Spl,Missouri,2017,5,38.436159999999994,-91.91838,1,0,29,MO,6106670,417,1.1990407673860912,68.28598892686193
380 Auto,Missouri,2017,16,38.1552,-92.63756,2,5,29,MO,6106670,417,3.8369304556354917,68.28598892686193
40 SW,Missouri,2017,13,38.461138461538454,-93.31047692307692,3,1,29,MO,6106670,417,3.117505995203837,68.28598892686193
44 Mag,Missouri,2017,1,37.6406,-93.108,1,0,29,MO,6106670,417,0.23980815347721823,68.28598892686193
45 Auto,Missouri,2017,12,38.095483333333334,-92.07221666666668,3,2,29,MO,6106670,417,2.8776978417266186,68.28598892686193
9mm,Missouri,2017,42,37.879626190476195,-88.08276904761905,5,10,29,MO,6106670,417,10.071942446043165,68.28598892686193
Handgun,Missouri,2017,213,38.52712653061226,-92.63137500000005,38,60,29,MO,6106670,417,51.07913669064748,68.28598892686193
Rifle,Missouri,2017,44,38.2228487804878,-91.89963170731706,16,18,29,MO,6106670,417,10.551558752997602,68.28598892686193
Shotgun,Missouri,2017,34,38.01570625,-92.50287500000003,8,7,29,MO,6106670,417,8.15347721822542,68.28598892686193
12 gauge,Montana,2015,3,45.7091,-109.5345,1,2,30,MT,1030475,101,2.9702970297029703,98.01305223319343
22 LR,Montana,2015,13,46.4046,-111.14830769230768,2,3,30,MT,1030475,101,12.871287128712872,98.01305223319343
357 Mag,Montana,2015,1,48.0868,-113.991,0,0,30,MT,1030475,101,0.9900990099009901,98.01305223319343
38 Spl,Montana,2015,1,45.8074,-108.523,0,0,30,MT,1030475,101,0.9900990099009901,98.01305223319343
380 Auto,Montana,2015,9,46.567344444444444,-112.03544444444445,1,0,30,MT,1030475,101,8.910891089108912,98.01305223319343
40 SW,Montana,2015,6,46.78346666666667,-112.51666666666667,0,0,30,MT,1030475,101,5.9405940594059405,98.01305223319343
44 Mag,Montana,2015,3,46.611466666666665,-113.581,0,0,30,MT,1030475,101,2.9702970297029703,98.01305223319343
45 Auto,Montana,2015,6,46.170416666666675,-110.04516666666667,6,1,30,MT,1030475,101,5.9405940594059405,98.01305223319343
9mm,Montana,2015,13,46.562518181818184,-111.19900000000001,2,6,30,MT,1030475,101,12.871287128712872,98.01305223319343
Handgun,Montana,2015,28,46.382944444444426,-111.4418148148148,6,4,30,MT,1030475,101,27.722772277227723,98.01305223319343
Other,Montana,2015,1,46.0049,-112.52,0,1,30,MT,1030475,101,0.9900990099009901,98.01305223319343
Rifle,Montana,2015,11,46.32714,-111.3898,2,2,30,MT,1030475,101,10.891089108910892,98.01305223319343
Shotgun,Montana,2015,6,46.49481666666666,-110.724,0,2,30,MT,1030475,101,5.9405940594059405,98.01305223319343
12 gauge,Montana,2016,5,46.497659999999996,-112.53699999999999,0,0,30,MT,1040859,142,3.5211267605633805,136.42577909207682
20 gauge,Montana,2016,1,46.6173,-112.049,0,0,30,MT,1040859,142,0.704225352112676,136.42577909207682
22 LR,Montana,2016,13,46.23082499999999,-112.1495,0,1,30,MT,1040859,142,9.154929577464788,136.42577909207682
25 Auto,Montana,2016,1,46.3924,-114.171,0,0,30,MT,1040859,142,0.704225352112676,136.42577909207682
30-06 Spr,Montana,2016,1,46.4185,-108.52,0,1,30,MT,1040859,142,0.704225352112676,136.42577909207682
30-30 Win,Montana,2016,1,46.6173,-112.049,0,0,30,MT,1040859,142,0.704225352112676,136.42577909207682
300 Win,Montana,2016,1,46.629,-114.005,0,0,30,MT,1040859,142,0.704225352112676,136.42577909207682
308 Win,Montana,2016,1,46.0062,-112.546,1,0,30,MT,1040859,142,0.704225352112676,136.42577909207682
357 Mag,Montana,2016,3,47.21313333333333,-112.57099999999998,2,0,30,MT,1040859,142,2.112676056338028,136.42577909207682
38 Spl,Montana,2016,3,46.774233333333335,-111.10966666666667,0,3,30,MT,1040859,142,2.112676056338028,136.42577909207682
40 SW,Montana,2016,10,46.541380000000004,-112.88799999999999,5,0,30,MT,1040859,142,7.042253521126761,136.42577909207682
44 Mag,Montana,2016,3,47.59956666666667,-113.58033333333333,0,0,30,MT,1040859,142,2.112676056338028,136.42577909207682
45 Auto,Montana,2016,8,46.0518875,-110.96750000000002,3,0,30,MT,1040859,142,5.633802816901408,136.42577909207682
9mm,Montana,2016,8,46.227557142857144,-111.42442857142858,5,0,30,MT,1040859,142,5.633802816901408,136.42577909207682
Handgun,Montana,2016,59,46.386868965517266,-111.76663793103447,6,6,30,MT,1040859,142,41.54929577464789,136.42577909207682
Other,Montana,2016,4,46.255775,-111.76650000000001,0,0,30,MT,1040859,142,2.816901408450704,136.42577909207682
Rifle,Montana,2016,14,46.693753846153854,-111.80361538461536,5,3,30,MT,1040859,142,9.859154929577464,136.42577909207682
Shotgun,Montana,2016,6,46.48225,-111.39533333333334,2,0,30,MT,1040859,142,4.225352112676056,136.42577909207682
12 gauge,Montana,2017,2,45.9787,-112.499,0,0,30,MT,1052482,79,2.5316455696202533,75.06066612065574
22 LR,Montana,2017,5,46.608999999999995,-111.7714,0,4,30,MT,1052482,79,6.329113924050633,75.06066612065574
357 Mag,Montana,2017,2,46.80645,-112.11449999999999,1,0,30,MT,1052482,79,2.5316455696202533,75.06066612065574
380 Auto,Montana,2017,1,46.3924,-114.171,0,0,30,MT,1052482,79,1.2658227848101267,75.06066612065574
40 SW,Montana,2017,5,46.01554,-111.9106,0,0,30,MT,1052482,79,6.329113924050633,75.06066612065574
44 Mag,Montana,2017,1,48.3884,-115.556,1,0,30,MT,1052482,79,1.2658227848101267,75.06066612065574
45 Auto,Montana,2017,6,46.46074,-113.21079999999999,0,0,30,MT,1052482,79,7.594936708860759,75.06066612065574
9mm,Montana,2017,5,46.5943,-111.59520000000002,2,1,30,MT,1052482,79,6.329113924050633,75.06066612065574
Handgun,Montana,2017,33,46.338196875000015,-111.56562500000001,4,4,30,MT,1052482,79,41.77215189873418,75.06066612065574
Rifle,Montana,2017,11,46.05077272727273,-111.6937272727273,0,1,30,MT,1052482,79,13.924050632911392,75.06066612065574
Shotgun,Montana,2017,8,46.85852857142857,-111.63900000000001,1,2,30,MT,1052482,79,10.126582278481013,75.06066612065574
12 gauge,Nebraska,2015,6,40.87113333333333,-96.42219999999999,0,0,31,NE,1891277,113,5.3097345132743365,59.74799037898732
20 gauge,Nebraska,2015,3,41.2746,-98.79886666666668,0,1,31,NE,1891277,113,2.6548672566371683,59.74799037898732
22 LR,Nebraska,2015,16,40.94463125000001,-97.47671875,1,0,31,NE,1891277,113,14.15929203539823,59.74799037898732
25 Auto,Nebraska,2015,2,41.3096,-96.1133,0,0,31,NE,1891277,113,1.7699115044247788,59.74799037898732
30-30 Win,Nebraska,2015,1,41.2622,-95.9313,0,0,31,NE,1891277,113,0.8849557522123894,59.74799037898732
357 Mag,Nebraska,2015,2,41.2622,-95.9313,1,0,31,NE,1891277,113,1.7699115044247788,59.74799037898732
38 Spl,Nebraska,2015,2,41.068,-96.2679,0,0,31,NE,1891277,113,1.7699115044247788,59.74799037898732
380 Auto,Nebraska,2015,6,41.19445,-96.83081666666665,0,0,31,NE,1891277,113,5.3097345132743365,59.74799037898732
40 SW,Nebraska,2015,3,41.29566666666667,-95.98633333333333,0,0,31,NE,1891277,113,2.6548672566371683,59.74799037898732
410 gauge,Nebraska,2015,1,40.6248,-96.6673,0,0,31,NE,1891277,113,0.8849557522123894,59.74799037898732
44 Mag,Nebraska,2015,1,,,0,1,31,NE,1891277,113,0.8849557522123894,59.74799037898732
45 Auto,Nebraska,2015,5,41.061,-96.3705,1,1,31,NE,1891277,113,4.424778761061947,59.74799037898732
9mm,Nebraska,2015,10,40.98081,-96.85664,1,3,31,NE,1891277,113,8.849557522123893,59.74799037898732
Handgun,Nebraska,2015,43,41.11382093023257,-96.4741953488372,4,10,31,NE,1891277,113,38.05309734513274,59.74799037898732
Other,Nebraska,2015,2,40.6248,-96.6673,0,0,31,NE,1891277,113,1.7699115044247788,59.74799037898732
Rifle,Nebraska,2015,8,40.972612500000004,-97.16718750000001,2,0,31,NE,1891277,113,7.079646017699115,59.74799037898732
Shotgun,Nebraska,2015,2,41.18725,-96.10085000000001,0,0,31,NE,1891277,113,1.7699115044247788,59.74799037898732
12 gauge,Nebraska,2016,7,41.1678,-96.53337142857143,0,1,31,NE,1905616,170,4.117647058823529,89.20999823679063
22 LR,Nebraska,2016,10,41.12318888888889,-96.44181111111112,0,3,31,NE,1905616,170,5.882352941176471,89.20999823679063
32 Auto,Nebraska,2016,1,40.8052,-96.6492,0,0,31,NE,1905616,170,0.5882352941176471,89.20999823679063
357 Mag,Nebraska,2016,1,40.8052,-96.6492,0,0,31,NE,1905616,170,0.5882352941176471,89.20999823679063
38 Spl,Nebraska,2016,2,40.9724,-97.515,0,0,31,NE,1905616,170,1.1764705882352942,89.20999823679063
380 Auto,Nebraska,2016,6,40.91555,-96.59636666666665,0,2,31,NE,1905616,170,3.5294117647058822,89.20999823679063
40 SW,Nebraska,2016,8,40.8726875,-96.57098749999999,2,3,31,NE,1905616,170,4.705882352941177,89.20999823679063
45 Auto,Nebraska,2016,5,40.81841999999999,-96.70098,1,1,31,NE,1905616,170,2.9411764705882355,89.20999823679063
9mm,Nebraska,2016,28,41.066279166666654,-96.90663333333333,2,0,31,NE,1905616,170,16.470588235294116,89.20999823679063
Handgun,Nebraska,2016,70,40.977743939393925,-96.80318787878791,9,5,31,NE,1905616,170,41.1764705882353,89.20999823679063
Rifle,Nebraska,2016,14,41.11015714285715,-96.49158571428572,0,0,31,NE,1905616,170,8.235294117647058,89.20999823679063
Shotgun,Nebraska,2016,18,41.07675294117647,-96.6833823529412,0,4,31,NE,1905616,170,10.588235294117647,89.20999823679063
12 gauge,Nebraska,2017,5,40.940340000000006,-96.45084,0,4,31,NE,1915947,218,2.293577981651376,113.78185304708325
22 LR,Nebraska,2017,10,40.94901,-96.89421999999999,4,1,31,NE,1915947,218,4.587155963302752,113.78185304708325
25 Auto,Nebraska,2017,1,40.8378,-96.6853,0,1,31,NE,1915947,218,0.45871559633027525,113.78185304708325
30-06 Spr,Nebraska,2017,2,41.124849999999995,-97.00865,0,0,31,NE,1915947,218,0.9174311926605505,113.78185304708325
308 Win,Nebraska,2017,1,40.7534,-96.6286,0,0,31,NE,1915947,218,0.45871559633027525,113.78185304708325
32 Auto,Nebraska,2017,2,40.7837,-96.6875,0,0,31,NE,1915947,218,0.9174311926605505,113.78185304708325
38 Spl,Nebraska,2017,1,40.25,-99.6366,0,0,31,NE,1915947,218,0.45871559633027525,113.78185304708325
40 SW,Nebraska,2017,12,41.00440833333334,-97.1871,1,2,31,NE,1915947,218,5.504587155963303,113.78185304708325
45 Auto,Nebraska,2017,7,40.74744285714286,-97.02214285714285,0,3,31,NE,1915947,218,3.2110091743119265,113.78185304708325
9mm,Nebraska,2017,22,40.90763333333333,-96.64139523809526,0,8,31,NE,1915947,218,10.091743119266056,113.78185304708325
Handgun,Nebraska,2017,92,40.94888444444445,-96.8381122222222,1,19,31,NE,1915947,218,42.20183486238532,113.78185304708325
Other,Nebraska,2017,2,40.66145,-96.7036,0,0,31,NE,1915947,218,0.9174311926605505,113.78185304708325
Rifle,Nebraska,2017,28,40.90242142857142,-97.34554642857142,1,3,31,NE,1915947,218,12.844036697247706,113.78185304708325
Shotgun,Nebraska,2017,33,41.09155454545455,-96.76647575757575,1,7,31,NE,1915947,218,15.137614678899082,113.78185304708325
12 gauge,Nebraska,2018,2,40.8157,-96.7368,0,0,31,NE,1925614,53,3.7735849056603774,27.523688548172167
20 gauge,Nebraska,2018,2,40.81345,-96.68355,0,0,31,NE,1925614,53,3.7735849056603774,27.523688548172167
22 LR,Nebraska,2018,4,40.814924999999995,-96.7331,0,2,31,NE,1925614,53,7.547169811320755,27.523688548172167
380 Auto,Nebraska,2018,3,40.85265,-96.6793,0,0,31,NE,1925614,53,5.660377358490566,27.523688548172167
40 SW,Nebraska,2018,3,40.7439,-96.5948,0,0,31,NE,1925614,53,5.660377358490566,27.523688548172167
9mm,Nebraska,2018,8,40.89268,-96.56912000000001,0,1,31,NE,1925614,53,15.09433962264151,27.523688548172167
Handgun,Nebraska,2018,26,40.95491739130434,-89.08362173913044,0,1,31,NE,1925614,53,49.056603773584904,27.523688548172167
Rifle,Nebraska,2018,3,41.157933333333325,-99.00696666666666,0,0,31,NE,1925614,53,5.660377358490566,27.523688548172167
Shotgun,Nebraska,2018,2,41.3811,-96.87915,2,0,31,NE,1925614,53,3.7735849056603774,27.523688548172167
12 gauge,Nevada,2016,2,36.209199999999996,-115.221,1,0,32,NV,2917563,80,2.5,27.420144826349937
20 gauge,Nevada,2016,2,36.1719,-115.111,1,0,32,NV,2917563,80,2.5,27.420144826349937
22 LR,Nevada,2016,5,36.11403333333333,-115.14800000000001,0,3,32,NV,2917563,80,6.25,27.420144826349937
38 Spl,Nevada,2016,1,36.804,-114.062,0,0,32,NV,2917563,80,1.25,27.420144826349937
380 Auto,Nevada,2016,2,36.1044,-115.5505,0,0,32,NV,2917563,80,2.5,27.420144826349937
40 SW,Nevada,2016,2,38.48635,-115.43100000000001,1,1,32,NV,2917563,80,2.5,27.420144826349937
45 Auto,Nevada,2016,1,36.1892,-115.265,1,0,32,NV,2917563,80,1.25,27.420144826349937
9mm,Nevada,2016,7,36.83103333333334,-115.70633333333335,1,3,32,NV,2917563,80,8.75,27.420144826349937
Handgun,Nevada,2016,47,37.16459782608697,-116.4821086956522,16,20,32,NV,2917563,80,58.75,27.420144826349937
Other,Nevada,2016,3,40.396166666666666,-117.09133333333334,0,0,32,NV,2917563,80,3.75,27.420144826349937
Rifle,Nevada,2016,6,36.7762,-116.07180000000001,1,2,32,NV,2917563,80,7.5,27.420144826349937
Shotgun,Nevada,2016,2,37.615899999999996,-117.5155,0,0,32,NV,2917563,80,2.5,27.420144826349937
12 gauge,Nevada,2017,1,36.8027,-114.077,0,0,32,NV,2969905,68,1.4705882352941178,22.896355270623136
22 LR,Nevada,2017,2,36.1922,-115.1905,2,0,32,NV,2969905,68,2.9411764705882355,22.896355270623136
25 Auto,Nevada,2017,1,36.1119,-115.253,2,0,32,NV,2969905,68,1.4705882352941178,22.896355270623136
380 Auto,Nevada,2017,2,36.1181,-115.1405,0,0,32,NV,2969905,68,2.9411764705882355,22.896355270623136
40 SW,Nevada,2017,1,36.2344,-115.087,1,0,32,NV,2969905,68,1.4705882352941178,22.896355270623136
45 Auto,Nevada,2017,5,36.03814,-115.15259999999998,3,2,32,NV,2969905,68,7.352941176470588,22.896355270623136
9mm,Nevada,2017,5,36.338719999999995,-115.0806,2,0,32,NV,2969905,68,7.352941176470588,22.896355270623136
Handgun,Nevada,2017,39,36.926230769230756,-116.24043589743593,13,16,32,NV,2969905,68,57.35294117647059,22.896355270623136
Other,Nevada,2017,2,36.0262,-115.17750000000001,2,0,32,NV,2969905,68,2.9411764705882355,22.896355270623136
Rifle,Nevada,2017,3,37.2864,-116.68933333333332,2,2,32,NV,2969905,68,4.411764705882353,22.896355270623136
Shotgun,Nevada,2017,7,36.76796,-116.12060000000001,2,1,32,NV,2969905,68,10.294117647058824,22.896355270623136
12 gauge,New Hampshire,2014,1,42.7207,-71.2907,0,0,33,NH,1333341,23,4.3478260869565215,17.249900813070326
22 LR,New Hampshire,2014,4,43.21155,-71.233525,0,1,33,NH,1333341,23,17.391304347826086,17.249900813070326
380 Auto,New Hampshire,2014,1,42.9895,-71.4559,0,1,33,NH,1333341,23,4.3478260869565215,17.249900813070326
40 SW,New Hampshire,2014,1,43.3939,-71.4117,0,0,33,NH,1333341,23,4.3478260869565215,17.249900813070326
45 Auto,New Hampshire,2014,1,43.5399,-71.5581,0,1,33,NH,1333341,23,4.3478260869565215,17.249900813070326
9mm,New Hampshire,2014,2,43.27355,-71.81225,0,0,33,NH,1333341,23,8.695652173913043,17.249900813070326
Handgun,New Hampshire,2014,9,43.13194444444444,-71.33563333333332,0,3,33,NH,1333341,23,39.130434782608695,17.249900813070326
Rifle,New Hampshire,2014,2,43.0509,-71.4652,0,0,33,NH,1333341,23,8.695652173913043,17.249900813070326
Shotgun,New Hampshire,2014,2,43.23245,-71.24775,0,0,33,NH,1333341,23,8.695652173913043,17.249900813070326
12 gauge,New Hampshire,2015,3,42.833133333333336,-71.33566666666667,0,0,33,NH,1336350,141,2.127659574468085,105.51128072735436
22 LR,New Hampshire,2015,11,43.05758181818182,-71.58822727272728,0,0,33,NH,1336350,141,7.801418439716312,105.51128072735436
25 Auto,New Hampshire,2015,1,42.9273,-70.9432,0,0,33,NH,1336350,141,0.7092198581560284,105.51128072735436
32 Auto,New Hampshire,2015,3,43.034,-71.26543333333332,0,0,33,NH,1336350,141,2.127659574468085,105.51128072735436
357 Mag,New Hampshire,2015,4,43.018074999999996,-70.97887499999999,0,1,33,NH,1336350,141,2.8368794326241136,105.51128072735436
38 Spl,New Hampshire,2015,1,42.9031,-72.4495,0,0,33,NH,1336350,141,0.7092198581560284,105.51128072735436
380 Auto,New Hampshire,2015,5,43.04128,-71.4319,0,0,33,NH,1336350,141,3.5460992907801416,105.51128072735436
40 SW,New Hampshire,2015,4,43.034225,-71.20157499999999,0,0,33,NH,1336350,141,2.8368794326241136,105.51128072735436
45 Auto,New Hampshire,2015,6,43.01191666666666,-71.77468333333333,0,0,33,NH,1336350,141,4.25531914893617,105.51128072735436
9mm,New Hampshire,2015,11,42.977190909090915,-71.7722,0,1,33,NH,1336350,141,7.801418439716312,105.51128072735436
Handgun,New Hampshire,2015,62,43.081450000000004,-71.41796935483872,4,6,33,NH,1336350,141,43.97163120567376,105.51128072735436
Other,New Hampshire,2015,2,42.98755,-71.38024999999999,0,0,33,NH,1336350,141,1.4184397163120568,105.51128072735436
Rifle,New Hampshire,2015,11,43.29902727272727,-71.25297272727272,0,0,33,NH,1336350,141,7.801418439716312,105.51128072735436
Shotgun,New Hampshire,2015,17,43.267723529411754,-71.44397647058823,1,1,33,NH,1336350,141,12.056737588652481,105.51128072735436
12 gauge,New Hampshire,2016,3,43.21523333333334,-71.53226666666666,0,0,33,NH,1342307,233,1.2875536480686696,173.5817514175222
22 LR,New Hampshire,2016,14,43.249508333333324,-71.31824166666665,0,2,33,NH,1342307,233,6.008583690987124,173.5817514175222
32 Auto,New Hampshire,2016,1,42.9641,-71.4335,0,1,33,NH,1342307,233,0.4291845493562232,173.5817514175222
357 Mag,New Hampshire,2016,1,43.1337,-71.0638,0,0,33,NH,1342307,233,0.4291845493562232,173.5817514175222
38 Spl,New Hampshire,2016,4,43.162475,-71.6533,0,0,33,NH,1342307,233,1.7167381974248928,173.5817514175222
380 Auto,New Hampshire,2016,5,43.333650000000006,-71.37219999999999,0,0,33,NH,1342307,233,2.1459227467811157,173.5817514175222
40 SW,New Hampshire,2016,9,43.0730375,-71.47145,0,3,33,NH,1342307,233,3.8626609442060085,173.5817514175222
410 gauge,New Hampshire,2016,2,43.0601,-70.7769,0,0,33,NH,1342307,233,0.8583690987124464,173.5817514175222
44 Mag,New Hampshire,2016,2,42.90755,-71.98265,0,0,33,NH,1342307,233,0.8583690987124464,173.5817514175222
45 Auto,New Hampshire,2016,4,43.252575,-71.243625,0,0,33,NH,1342307,233,1.7167381974248928,173.5817514175222
9mm,New Hampshire,2016,24,43.13663809523809,-71.27891428571428,0,2,33,NH,1342307,233,10.300429184549357,173.5817514175222
Handgun,New Hampshire,2016,94,43.16893586956522,-71.3567847826087,2,11,33,NH,1342307,233,40.34334763948498,173.5817514175222
Other,New Hampshire,2016,2,43.0601,-70.7769,0,0,33,NH,1342307,233,0.8583690987124464,173.5817514175222
Rifle,New Hampshire,2016,44,43.16375581395347,-71.30578139534882,1,1,33,NH,1342307,233,18.88412017167382,173.5817514175222
Shotgun,New Hampshire,2016,24,43.23315454545456,-71.47151363636364,1,3,33,NH,1342307,233,10.300429184549357,173.5817514175222
12 gauge,New Hampshire,2017,4,43.0866,-71.2582,0,1,33,NH,1348787,108,3.7037037037037037,80.07194612640839
22 LR,New Hampshire,2017,7,43.16004285714286,-71.41848571428571,1,0,33,NH,1348787,108,6.481481481481482,80.07194612640839
357 Mag,New Hampshire,2017,1,42.9702,-71.4649,0,0,33,NH,1348787,108,0.9259259259259259,80.07194612640839
38 Spl,New Hampshire,2017,2,42.9932,-71.44890000000001,0,0,33,NH,1348787,108,1.8518518518518519,80.07194612640839
380 Auto,New Hampshire,2017,5,43.19368,-71.34097999999999,0,2,33,NH,1348787,108,4.62962962962963,80.07194612640839
40 SW,New Hampshire,2017,4,43.07340000000001,-71.41324999999999,0,1,33,NH,1348787,108,3.7037037037037037,80.07194612640839
45 Auto,New Hampshire,2017,7,43.011366666666675,-71.26941666666667,1,2,33,NH,1348787,108,6.481481481481482,80.07194612640839
9mm,New Hampshire,2017,21,43.02974285714286,-71.39592380952382,1,0,33,NH,1348787,108,19.444444444444443,80.07194612640839
Handgun,New Hampshire,2017,37,43.17980857142855,-71.20002571428573,5,8,33,NH,1348787,108,34.25925925925926,80.07194612640839
Rifle,New Hampshire,2017,13,43.15718461538461,-71.37907692307695,0,0,33,NH,1348787,108,12.037037037037036,80.07194612640839
Shotgun,New Hampshire,2017,7,43.09074285714286,-71.02627142857143,1,0,33,NH,1348787,108,6.481481481481482,80.07194612640839
12 gauge,New Jersey,2014,2,39.7459,-75.3295,0,0,34,NJ,8864525,38,5.2631578947368425,4.28674971304159
22 LR,New Jersey,2014,1,40.7767,-74.1878,0,0,34,NJ,8864525,38,2.6315789473684212,4.28674971304159
25 Auto,New Jersey,2014,1,40.7304,-74.0583,0,0,34,NJ,8864525,38,2.6315789473684212,4.28674971304159
357 Mag,New Jersey,2014,1,39.4784,-74.5753,0,0,34,NJ,8864525,38,2.6315789473684212,4.28674971304159
38 Spl,New Jersey,2014,2,40.36415,-74.4851,0,0,34,NJ,8864525,38,5.2631578947368425,4.28674971304159
380 Auto,New Jersey,2014,2,40.46995,-74.18825,0,0,34,NJ,8864525,38,5.2631578947368425,4.28674971304159
45 Auto,New Jersey,2014,1,39.9452,-75.0826,0,0,34,NJ,8864525,38,2.6315789473684212,4.28674971304159
9mm,New Jersey,2014,9,40.363725,-74.5899875,2,0,34,NJ,8864525,38,23.68421052631579,4.28674971304159
Handgun,New Jersey,2014,11,40.341449999999995,-74.48283999999998,1,9,34,NJ,8864525,38,28.94736842105263,4.28674971304159
Other,New Jersey,2014,4,39.6388,-74.87625,0,0,34,NJ,8864525,38,10.526315789473685,4.28674971304159
Rifle,New Jersey,2014,2,40.289699999999996,-74.58955,0,1,34,NJ,8864525,38,5.2631578947368425,4.28674971304159
Shotgun,New Jersey,2014,2,40.485,-74.4733,0,0,34,NJ,8864525,38,5.2631578947368425,4.28674971304159
12 gauge,New Jersey,2015,6,40.84878333333334,-74.18103333333333,0,0,34,NJ,8867949,430,1.3953488372093024,48.48922789249239
20 gauge,New Jersey,2015,1,40.4906,-74.5539,0,0,34,NJ,8867949,430,0.23255813953488372,48.48922789249239
22 LR,New Jersey,2015,20,40.38062500000001,-74.48629000000001,0,0,34,NJ,8867949,430,4.651162790697675,48.48922789249239
