,Unnamed: 0,incident_id,date,state,city_or_county,n_killed,n_injured,latitude,longitude,pos,neg,neu,comp,scrape
0,45,483817,2013-03-31,Washington,Auburn,3,2,47.3149,-122.224,0.05633333333333334,0.09066666666666667,0.8530000000000001,-0.034200000000000015,True
1,54,484333,2013-04-21,Washington,Federal Way,5,0,47.303,-122.31,0.0522,0.1749,0.7729999999999999,-0.1449,True
3,193,480071,2013-09-15,Washington,Yakima,0,6,46.5854,-120.538,0.0,0.1605,0.8395,-0.4088,True
4,323,92345,2014-01-01,Washington,Georgetown,0,1,47.5498,-122.318,0.1575,0.2705,0.5720000000000001,0.04179999999999999,True
6,366,92339,2014-01-01,Washington,Seattle,0,1,47.6017,-122.299,0.13383333333333333,0.2259166666666667,0.6401666666666667,-0.08945833333333336,True
7,368,92334,2014-01-01,Washington,Seattle,0,0,47.5337,-122.372,0.11475,0.12300000000000001,0.76225,0.011325000000000002,True
9,566,95299,2014-01-02,Washington,Burien,0,1,47.4631,-122.337,0.0776,0.1804,0.7419999999999999,-0.19782,True
10,653,92973,2014-01-03,Washington,Spokane,0,1,47.7157,-117.411,0.08,0.26033333333333336,0.6596666666666667,-0.16866666666666666,True
11,656,92593,2014-01-03,Washington,Bellevue,1,0,47.6077,-122.176,0.059000000000000004,0.18125,0.7597499999999999,-0.3369,True
13,659,183489,2014-01-03,Washington,Selah,1,0,46.6504,-120.517,0.0,0.13,0.87,-0.34,True
14,668,93338,2014-01-03,Washington,Pasco,1,0,46.2291,-119.098,0.04366666666666666,0.4026666666666667,0.5536666666666666,-0.6956000000000001,True
16,722,92976,2014-01-03,Washington,Spokane,1,1,47.6792,-117.404,0.0,0.155,0.845,-0.20025,True
17,789,93668,2014-01-04,Washington,Yakima,1,0,46.5851,-120.49,0.3406666666666667,0.06999999999999999,0.5893333333333334,0.3287666666666667,True
19,828,93335,2014-01-04,Washington,Pasco,0,1,46.2443,-119.117,0.0,0.14,0.86,-0.4767,True
20,935,93670,2014-01-05,Washington,Kennewick,0,0,46.2063,-119.179,0.10033333333333333,0.124,0.7753333333333333,-0.07066666666666667,True
21,947,93340,2014-01-05,Washington,Tacoma,0,1,47.1694,-122.43,0.07530769230769231,0.24353846153846154,0.6809999999999999,-0.11207692307692307,True
22,985,93663,2014-01-05,Washington,Seattle,0,1,47.6062,-122.317,0.08510714285714285,0.21107142857142855,0.7037678571428573,-0.2156589285714285,True
23,1065,93691,2014-01-06,Washington,Vancouver,0,0,45.6193,-122.538,0.15250000000000002,0.3145,0.5327500000000001,-0.194875,True
26,1380,96455,2014-01-09,Washington,Tacoma,0,0,47.2346,-122.42,0.11199999999999999,0.179,0.7088749999999999,-0.0363125,True
28,1643,95317,2014-01-11,Washington,Vancouver,0,0,45.6405,-122.621,0.15122222222222226,0.16555555555555554,0.6832222222222222,-0.04687777777777777,True
29,1741,95960,2014-01-11,Washington,Seattle,0,1,47.57100000000001,-122.295,0.134,0.322,0.544,0.04285,True
30,1800,333919,2014-01-12,Washington,Spokane,0,0,47.7549,-117.402,0.095,0.2716666666666667,0.6333333333333333,-0.4494,True
31,2334,97079,2014-01-15,Washington,Spokane,0,0,47.675,-117.417,0.0,0.0,1.0,0.0,True
32,2401,97186,2014-01-15,Washington,Vancouver,0,0,45.643,-122.671,0.14333333333333334,0.24600000000000002,0.6106666666666666,-0.1834,True
35,2468,217356,2014-01-16,Washington,Seattle,0,0,47.4435,-122.296,0.141875,0.15750000000000006,0.70075,0.1042125,True
36,2543,125332,2014-01-16,Washington,Yakima,0,1,46.5814,-120.488,0.19,0.1945,0.6154999999999999,-0.012749999999999984,True
37,2754,98691,2014-01-18,Washington,Richland,0,0,46.2832,-119.298,0.0,0.4043333333333334,0.5956666666666667,-0.4749,True
38,2876,98500,2014-01-18,Washington,Moses Lake,0,0,47.1724,-119.323,0.0,0.0,1.0,0.0,True
39,2910,98689,2014-01-19,Washington,Bellingham,0,0,48.7483,-122.49,0.06516666666666666,0.29100000000000004,0.6436666666666667,-0.4277166666666667,True
40,2947,338004,2014-01-19,Washington,Puyallup,0,1,47.1952,-122.316,0.0,0.06866666666666668,0.9313333333333332,-0.2722333333333333,True
41,2983,112819,2014-01-19,Washington,Seattle,0,1,47.6062,-122.317,0.09453125,0.2056875,0.6997499999999999,-0.2248921875,True
42,3014,98206,2014-01-19,Washington,Seattle,0,1,47.6133,-122.344,0.0927878787878788,0.1905757575757576,0.7166060606060605,-0.1897136363636363,True
43,3062,113022,2014-01-20,Washington,Renton,0,1,47.4844,-122.219,0.0,0.01525,0.98475,-0.044475,True
44,3095,98498,2014-01-20,Washington,Spokane,0,1,47.6611,-117.432,0.0,0.0,1.0,0.0,True
45,3183,98687,2014-01-20,Washington,Seattle,1,0,47.5756,-122.334,0.10133333333333333,0.258,0.6406666666666666,-0.05760000000000001,True
46,3272,100338,2014-01-21,Washington,Kennewick,0,0,46.2269,-119.208,0.0,0.0,1.0,0.0,True
49,3337,99286,2014-01-22,Washington,Seattle,0,1,47.6104,-122.312,0.0990289855072464,0.1882173913043479,0.7127246376811595,-0.17755652173913047,True
51,3566,99967,2014-01-23,Washington,Marysville,0,0,48.0894,-122.155,0.0796,0.059600000000000014,0.8608,-0.007920000000000016,True
52,3697,101657,2014-01-25,Washington,Normandy Park,1,0,47.4389,-122.353,0.027000000000000003,0.3006666666666667,0.6726666666666666,-0.4847,True
53,3726,101052,2014-01-25,Washington,Toppenish,1,0,46.3713,-120.325,0.6409999999999999,0.0,0.359,0.6553,True
54,3880,100619,2014-01-26,Washington,Vancouver,0,0,45.6422,-122.614,0.06866666666666668,0.4286666666666667,0.5026666666666667,-0.4443333333333334,True
55,3913,100625,2014-01-26,Washington,Vancouver,0,0,45.643,-122.648,0.172,0.3163333333333333,0.5116666666666667,-0.2157,True
56,4111,113665,2014-01-27,Washington,Seattle,1,4,47.6,-122.332,0.09696551724137928,0.1783620689655173,0.7246896551724139,-0.15040344827586202,True
57,4208,110433,2014-01-28,Washington,Seattle,0,0,47.4502,-122.309,0.13599999999999998,0.313,0.5511428571428572,-0.28564285714285714,True
60,4567,107286,2014-01-31,Washington,Seattle,0,0,47.6138,-122.332,0.1047910447761194,0.16683582089552246,0.7283731343283584,-0.10920895522388056,True
61,4637,102553,2014-01-31,Washington,Seattle,0,1,47.5275,-122.268,0.07342857142857143,0.2938571428571429,0.6327142857142857,-0.3746714285714286,True
62,4653,102331,2014-01-31,Washington,Seattle,0,1,47.5612,-122.324,0.0536,0.2596,0.6868000000000001,-0.19080000000000005,True
63,4754,102886,2014-02-01,Washington,Spanaway,1,0,47.0983,-122.435,0.07141666666666667,0.237,0.6915833333333333,-0.3648416666666667,True
64,4784,103396,2014-02-01,Washington,Seattle,0,1,47.5235,-122.279,0.13237500000000002,0.257125,0.6105,-0.25460000000000005,True
65,4901,103392,2014-02-02,Washington,Seattle,0,1,47.6039,-122.338,0.1098548387096774,0.1735161290322581,0.7166290322580647,-0.10805483870967736,True
66,4920,110649,2014-02-02,Washington,Seattle,0,0,47.4502,-122.309,0.16114285714285712,0.3038571428571428,0.5351428571428571,-0.28674285714285713,True
67,4949,103390,2014-02-02,Washington,Seattle,0,1,47.6026,-122.334,0.09956521739130432,0.17536231884057973,0.7250724637681163,-0.14152028985507248,True
68,5031,103471,2014-02-03,Washington,Vancouver,2,0,45.6412,-122.69,0.0,0.394,0.606,-0.4118,True
69,5046,104262,2014-02-03,Washington,Kennewick,0,0,46.2292,-119.244,0.0,0.318,0.682,-0.8683,True
70,5127,105202,2014-02-04,Washington,Vancouver,1,0,45.6579,-122.588,0.488,0.27899999999999997,0.233,0.4215,True
71,5153,104033,2014-02-04,Washington,Vancouver,0,1,45.6396,-122.68,0.0,0.4245,0.5755,-0.61165,True
72,5304,104264,2014-02-05,Washington,Bonney Lake,0,0,47.1897,-122.176,0.0,0.2725,0.7275,-0.17,True
73,5340,104516,2014-02-06,Washington,Seattle,1,0,47.609,-122.337,0.09817460317460316,0.18542857142857144,0.7163650793650798,-0.17445714285714287,True
74,5347,104543,2014-02-06,Washington,Puyallup,1,0,47.1882,-122.28,0.0638,0.0908,0.8452,-0.13902,True
75,5412,104944,2014-02-06,Washington,Seattle,1,0,47.6088,-122.337,0.1023235294117647,0.1867794117647059,0.7108676470588238,-0.17021911764705885,True
76,5427,104744,2014-02-06,Washington,Spokane Valley,0,0,47.6571,-117.245,0.0,0.205,0.7949999999999999,-0.34,True
77,5448,104258,2014-02-06,Washington,Seattle,0,1,47.5856,-122.32,0.07424242424242425,0.1997272727272727,0.726030303030303,-0.28884545454545457,True
79,5519,111207,2014-02-07,Washington,Seattle,0,0,47.4502,-122.309,0.15074999999999994,0.293375,0.5558749999999999,-0.3434625,True
80,5719,373493,2014-02-09,Washington,Tacoma,0,0,47.2529,-122.444,0.09744444444444446,0.09422222222222222,0.8083333333333333,-0.02987777777777777,True
81,5748,105633,2014-02-09,Washington,Kent,0,1,47.3879,-122.202,0.0,0.20475,0.79525,-0.17,True
82,5768,111216,2014-02-09,Washington,Seattle,0,0,47.4502,-122.309,0.15074999999999994,0.293375,0.5558749999999999,-0.3434625,True
83,5773,105826,2014-02-10,Washington,Everett,0,1,47.8964,-122.224,0.0,0.28600000000000003,0.7140000000000001,-0.34,True
84,5929,106177,2014-02-11,Washington,Spokane,1,0,47.6588,-117.426,0.0,0.18533333333333332,0.8146666666666667,-0.20413333333333336,True
86,6094,106765,2014-02-13,Washington,Seattle,0,1,47.5448,-122.274,0.04083333333333333,0.25383333333333336,0.7053333333333334,-0.25295,True
88,6154,106768,2014-02-13,Washington,Tacoma,0,1,47.2148,-122.473,0.132,0.3695,0.4985,-0.29500000000000004,True
89,6197,106860,2014-02-14,Washington,Yakima,0,1,46.6065,-120.469,0.0,0.471,0.529,-0.7664500000000001,True
90,6231,210035,2014-02-14,Washington,Pasco,1,0,46.2761,-119.195,0.060666666666666674,0.10333333333333332,0.836,-0.10836666666666664,True
94,6433,107922,2014-02-16,Washington,Frederickson,1,0,47.0963,-122.356,0.3205,0.1735,0.5055,0.47075,True
99,6569,108264,2014-02-17,Washington,Spokane,0,0,47.6611,-117.432,0.0,0.0,1.0,0.0,True
100,6584,318450,2014-02-18,Washington,Everett,0,0,47.986,-122.203,0.0555,0.28800000000000003,0.6567500000000001,-0.5623,True
101,6599,108267,2014-02-18,Washington,Spokane,0,0,47.6696,-117.388,0.0,0.1875,0.8125,-0.23810000000000006,True
103,6758,108339,2014-02-19,Washington,Orting,1,0,47.0918,-122.206,0.054000000000000006,0.205,0.7410000000000001,-0.34,True
106,6964,109129,2014-02-21,Washington,Seattle,0,1,47.5508,-122.33,0.0335,0.14800000000000002,0.8182499999999999,-0.237225,True
107,6966,109131,2014-02-21,Washington,Seattle,0,1,47.6096,-122.339,0.09089795918367348,0.1478367346938776,0.7612448979591836,-0.15059387755102038,True
108,7130,109802,2014-02-23,Washington,Seattle (Greenwood),1,0,47.6712,-122.358,0.071,0.1825,0.7464166666666667,-0.2326166666666666,True
109,7198,110360,2014-02-23,Washington,Tacoma,0,1,47.231,-122.426,0.0975,0.06375,0.8387500000000001,0.159225,True
110,7284,111747,2014-02-24,Washington,Pasco,0,0,46.2589,-119.116,0.191,0.077,0.732,0.16890000000000002,True
111,7287,111748,2014-02-24,Washington,Pasco,0,0,46.2589,-119.116,0.191,0.077,0.732,0.16890000000000002,True
112,7320,109814,2014-02-24,Washington,Lakewood,0,1,47.1646,-122.514,0.11354545454545455,0.12,0.7665454545454545,0.021363636363636352,True
113,7354,109808,2014-02-24,Washington,Marysville,0,0,48.0457,-122.179,0.06870000000000001,0.2272,0.7041000000000001,-0.2875,True
114,7401,109906,2014-02-25,Washington,Seattle,0,0,47.467,-122.288,0.076,0.2493333333333333,0.6745,-0.3801666666666667,True
115,7423,133777,2014-02-25,Washington,King County,0,1,47.548,-121.984,0.0,0.27899999999999997,0.721,-0.7345,True
116,7425,111691,2014-02-25,Washington,Lake Stevens,0,1,48.0593,-122.06,0.418,0.218,0.364,0.29600000000000004,True
117,7440,110159,2014-02-25,Washington,Seattle,1,0,47.6906,-122.358,0.03983333333333333,0.2068333333333333,0.7533333333333333,-0.44881666666666653,True
118,7460,111289,2014-02-26,Washington,Bellingham,0,0,48.7578,-122.456,0.0645,0.12216666666666665,0.8133333333333335,-0.20353333333333332,True
120,7663,366319,2014-02-28,Washington,Spokane,1,0,47.6765,-117.435,0.0,0.1918,0.8082,-0.40388,True
121,7669,110890,2014-02-28,Washington,Seattle,0,1,47.5373,-122.281,0.07033333333333333,0.0,0.9296666666666668,0.16463333333333333,True
122,7699,113305,2014-02-28,Washington,Pasco,0,0,46.2589,-119.116,0.202,0.062,0.7360000000000001,0.2209,True
124,7905,111621,2014-03-02,Washington,Seattle,0,0,47.5666,-122.387,0.08914285714285715,0.19,0.7210000000000001,-0.13742857142857146,True
125,7933,331250,2014-03-03,Washington,Wapato,0,1,46.4542,-120.422,0.04066666666666666,0.21366666666666667,0.7456666666666667,-0.2859666666666667,True
126,7940,113318,2014-03-03,Washington,Seattle,0,0,47.4502,-122.309,0.0912,0.2356,0.6729999999999999,-0.33902,True
127,7945,335760,2014-03-03,Washington,Spokane,0,0,47.6611,-117.432,0.0,0.15983333333333333,0.8401666666666667,-0.3365666666666667,True
128,8001,111732,2014-03-03,Washington,Lynnwood,0,0,47.8157,-122.316,0.0,0.1902,0.8098000000000001,-0.4123600000000001,True
129,8043,112283,2014-03-04,Washington,Eatonville,0,0,46.8673,-122.267,0.0,0.375,0.625,-0.34,True
130,8049,113323,2014-03-04,Washington,Seattle,0,0,47.4502,-122.309,0.0912,0.2356,0.6729999999999999,-0.33902,True
131,8059,112277,2014-03-04,Washington,Auburn,0,1,47.3211,-122.225,0.0,0.28600000000000003,0.7140000000000001,-0.34,True
132,8084,113069,2014-03-04,Washington,Vancouver,0,0,45.6039,-122.476,0.0,0.0,1.0,0.0,True
133,8091,407051,2014-03-04,Washington,Vancouver,0,0,45.6551,-122.504,0.03866666666666667,0.10066666666666667,0.8610000000000001,-0.05733333333333334,True
134,8093,112275,2014-03-04,Washington,Spokane,0,1,47.676,-117.284,0.0,0.297,0.703,-0.7659,True
136,8254,407058,2014-03-06,Washington,Vancouver,0,0,45.6299,-122.644,0.04175,0.22025,0.738,-0.5012,True
139,8416,112833,2014-03-07,Washington,Seatac,0,0,47.4546,-122.294,0.0972,0.1869,0.7158,-0.16575,True
140,8418,113304,2014-03-07,Washington,Vancouver,0,0,45.6239,-122.586,0.0475,0.271,0.6809999999999999,-0.57395,True
141,8475,113066,2014-03-08,Washington,Vancouver,0,0,45.624,-122.588,0.095,0.19,0.7140000000000001,-0.29600000000000004,True
142,8521,113841,2014-03-08,Washington,Tacoma,0,0,47.199,-122.421,0.0895,0.315,0.5954999999999999,-0.2463,True
143,8523,117546,2014-03-08,Washington,Seattle,0,0,47.4502,-122.309,0.091625,0.18975000000000006,0.7184999999999999,-0.2304875,True
146,8752,113638,2014-03-10,Washington,Seattle,0,0,47.6062,-122.314,0.07084615384615385,0.20658974358974366,0.7225897435897436,-0.33248974358974354,True
147,8839,113947,2014-03-11,Washington,Tacoma,0,0,47.2471,-122.458,0.14175,0.0505,0.80775,0.15886250000000002,True
148,8967,172537,2014-03-12,Washington,Parkland,0,0,47.1271,-122.435,0.03983333333333333,0.3365,0.6236666666666666,-0.5358999999999999,True
149,9013,114554,2014-03-13,Washington,Vancouver,0,2,45.6257,-122.672,0.1004,0.235,0.6646000000000001,-0.37016,True
150,9025,114638,2014-03-13,Washington,Bellevue,0,0,47.6187,-122.201,0.08933333333333332,0.2225,0.6881666666666666,-0.2717833333333333,True
151,9056,290054,2014-03-13,Washington,Vancouver,0,2,45.6269,-122.672,0.1004,0.235,0.6646000000000001,-0.37016,True
152,9059,117604,2014-03-13,Washington,Seattle,0,0,47.4502,-122.309,0.066,0.168875,0.765,-0.188425,True
153,9148,187280,2014-03-14,Washington,Clark County,0,1,45.7728,-122.599,0.0,0.20800000000000002,0.792,-0.46295,True
156,9220,125334,2014-03-14,Washington,Yakima,0,0,46.6037,-120.491,0.0,0.2555,0.7444999999999999,-0.56415,True
157,9335,116046,2014-03-15,Washington,Pasco,0,2,46.2334,-119.08,0.2775,0.115,0.6074999999999999,0.01874999999999999,True
160,9792,180356,2014-03-19,Washington,Tukwila,0,1,47.5478,-122.315,0.115,0.079,0.8056666666666666,0.07703333333333333,True
161,9803,116924,2014-03-19,Washington,Seattle,1,0,47.5174,-122.354,0.0885,0.0,0.9115,0.21075,True
162,9966,324054,2014-03-20,Washington,Vancouver,0,0,45.6696,-122.659,0.107,0.059000000000000004,0.8340000000000001,0.2481,True
163,10053,330714,2014-03-21,Washington,Wapato,0,1,46.4464,-120.452,0.0,0.324,0.6759999999999999,-0.34,True
164,10061,117331,2014-03-21,Washington,Pierce County,1,0,47.0676,-122.13,0.245,0.159,0.596,0.3182,True
166,10174,118244,2014-03-22,Washington,Yakima,1,1,46.6021,-120.506,0.06466666666666666,0.2896666666666667,0.6456666666666667,-0.4671666666666667,True
167,10237,118059,2014-03-23,Washington,Pasco,0,1,46.2392,-119.072,0.14300000000000002,0.23,0.627,-0.5994,True
168,10248,118387,2014-03-23,Washington,Tacoma,1,0,47.2554,-122.47,0.125,0.0992,0.7759,0.02,True
169,10253,366160,2014-03-23,Washington,Vancouver,0,0,45.6489,-122.591,0.145,0.20275,0.6521250000000001,-0.08627499999999999,True
170,10326,133741,2014-03-23,Washington,Seattle,0,0,47.4502,-122.309,0.07077777777777777,0.16588888888888886,0.7632222222222224,-0.15168888888888893,True
172,10470,118391,2014-03-24,Washington,Spokane,0,0,47.6864,-117.436,0.0175,0.24625,0.73625,-0.5710000000000001,True
173,10474,118393,2014-03-24,Washington,Vancouver,0,0,45.6488,-122.593,0.107,0.2317142857142857,0.6611428571428571,-0.13737142857142856,True
177,10621,118946,2014-03-25,Washington,Spokane,0,0,47.6301,-117.37,0.0,0.0,1.0,0.0,True
178,10637,119116,2014-03-25,Washington,Spokane,0,0,47.6913,-117.426,0.014000000000000002,0.2496,0.7363999999999999,-0.59496,True
179,10665,119118,2014-03-26,Washington,Spokane,1,0,47.6835,-117.435,0.011666666666666669,0.258,0.7303333333333333,-0.5722666666666667,True
180,10692,119011,2014-03-26,Washington,Seattle,0,1,47.6631,-122.314,0.0628888888888889,0.08533333333333333,0.8518888888888889,-0.05765555555555558,True
181,10754,120057,2014-03-27,Washington,Vancouver,0,0,45.6396,-122.68,0.04033333333333333,0.2363333333333333,0.723,-0.6094666666666666,True
184,10913,120107,2014-03-28,Washington,Kennewick,1,0,46.2058,-119.138,0.21899999999999997,0.16399999999999998,0.616,0.2023,True
185,10919,120050,2014-03-28,Washington,Seattle,0,1,47.61,-122.317,0.09133333333333332,0.17070370370370366,0.7380370370370372,-0.19424814814814814,True
186,10932,124290,2014-03-28,Washington,Everett,0,1,47.8904,-122.258,0.0,0.32,0.68,-0.5737,True
188,11032,120052,2014-03-29,Washington,Seattle,0,1,47.6138,-122.332,0.08340740740740743,0.18033333333333326,0.7362962962962962,-0.21150000000000005,True
189,11183,124505,2014-03-30,Washington,Tacoma,0,0,47.2505,-122.463,0.1963,0.1057,0.6980000000000001,0.18553,True
192,11459,180722,2014-04-01,Washington,Seattle,0,0,47.4435,-122.296,0.10146153846153846,0.1663076923076923,0.7320769230769232,-0.08325384615384615,True
193,11500,120896,2014-04-01,Washington,Seattle,0,0,47.5174,-122.369,0.0,0.0835,0.9165,-0.17,True
194,11676,121518,2014-04-03,Washington,Seattle,1,0,47.6298,-122.283,0.14300000000000002,0.102,0.755,-0.0294,True
195,11729,124502,2014-04-03,Washington,Tacoma,0,0,47.2505,-122.463,0.1578,0.13340000000000002,0.7088,0.05134,True
196,11759,122259,2014-04-04,Washington,Lynnwood,0,2,47.8134,-122.29,0.06692857142857142,0.23992857142857146,0.6930714285714286,-0.3400285714285714,True
197,11855,180585,2014-04-04,Washington,Seattle,0,0,47.4435,-122.296,0.11199999999999999,0.163,0.7248181818181819,-0.047472727272727305,True
198,11895,122407,2014-04-05,Washington,Spokane,0,0,47.6481,-117.392,0.0,0.31266666666666665,0.6873333333333335,-0.5538333333333333,True
199,12017,180610,2014-04-05,Washington,Seattle,0,0,47.4435,-122.296,0.11199999999999999,0.163,0.7248181818181819,-0.047472727272727305,True
200,12090,123963,2014-04-06,Washington,Vancouver,0,1,45.6443,-122.653,0.065,0.324,0.61,-0.7943,True
202,12130,122723,2014-04-06,Washington,Seattle,1,0,47.6127,-122.337,0.07682926829268294,0.18280487804878048,0.740390243902439,-0.22492682926829266,True
203,12138,124001,2014-04-06,Washington,Marysville,0,2,48.0795,-122.15,0.13166666666666665,0.11583333333333334,0.7525,-0.05161666666666667,True
204,12157,124496,2014-04-06,Washington,Tacoma,0,0,47.2505,-122.463,0.1578,0.1627,0.6795,-0.014629999999999975,True
208,12530,124902,2014-04-09,Washington,Spokane,0,0,47.7199,-117.413,0.24100000000000002,0.245,0.515,0.2362,True
209,12533,123371,2014-04-09,Washington,Tacoma,0,0,47.2248,-122.441,0.12041176470588234,0.17788235294117646,0.7019411764705882,-0.06928235294117648,True
210,12667,124656,2014-04-10,Washington,Seattle,0,0,47.5026,-122.27,0.078,0.2325,0.6895,-0.5154,True
211,12832,125067,2014-04-12,Washington,Seattle,0,0,47.6988,-122.368,0.07633333333333334,0.2448333333333333,0.6788333333333334,-0.3045166666666667,True
215,13083,127062,2014-04-14,Washington,Spokane,0,0,47.7152,-117.425,0.2483333333333333,0.17233333333333334,0.5796666666666667,0.2748333333333333,True
216,13139,125063,2014-04-14,Washington,Bremerton,0,0,47.5549,-122.665,0.0,0.27699999999999997,0.723,-0.5574,True
217,13290,126133,2014-04-15,Washington,Seattle,0,0,47.716,-122.365,0.0,0.379,0.621,-0.50525,True
218,13292,125632,2014-04-15,Washington,Vancouver,0,0,45.6346,-122.668,0.136,0.31116666666666665,0.5526666666666666,-0.3750166666666666,True
219,13294,125776,2014-04-15,Washington,Spokane,0,0,47.6534,-117.431,0.0,0.263,0.737,-0.6908,True
220,13411,127060,2014-04-16,Washington,Spokane,0,0,47.74,-117.411,0.3435,0.193,0.464,0.585,True
221,13591,128165,2014-04-18,Washington,Burlington,0,0,48.47,-122.344,0.0,0.0,1.0,0.0,True
222,13653,133111,2014-04-18,Washington,Seattle,0,0,47.6129,-122.303,0.04453846153846154,0.2104102564102564,0.7450512820512819,-0.3932717948717948,True
223,13732,127472,2014-04-19,Washington,Seattle,1,0,47.6129,-122.304,0.03864102564102565,0.20584615384615385,0.7554871794871795,-0.3978333333333333,True
224,13785,127676,2014-04-19,Washington,Tacoma,0,1,47.2846,-122.371,0.062166666666666676,0.16183333333333333,0.7759999999999999,-0.2641333333333333,True
225,13795,382006,2014-04-19,Washington,Seattle,0,0,47.6138,-122.332,0.052867924528301885,0.18915094339622646,0.7579622641509435,-0.3256452830188679,True
226,13959,128168,2014-04-20,Washington,Burlington,0,0,48.4517,-122.335,0.0,0.0,1.0,0.0,True
227,14072,128592,2014-04-21,Washington,Kirkland,0,0,47.7149,-122.196,0.196,0.261,0.5429999999999999,-0.1531,True
229,14315,129413,2014-04-23,Washington,Seattle,0,0,47.5794,-122.311,0.1826,0.1236,0.6938,0.0553,True
230,14394,129001,2014-04-24,Washington,Seattle,1,0,47.5967,-122.296,0.218,0.1305,0.6515,0.148825,True
232,14469,128431,2014-04-24,Washington,Spokane,0,1,47.6579,-117.414,0.103,0.15,0.747,-0.021340000000000026,True
234,14517,129006,2014-04-25,Washington,Seattle,1,0,47.609,-122.3,0.11525,0.1349375,0.7498125,-0.0432625,True
235,14548,129011,2014-04-25,Washington,Spokane,0,2,47.6642,-117.296,0.3333333333333333,0.125,0.5416666666666666,0.2459666666666667,True
236,14575,129529,2014-04-25,Washington,Seattle,1,0,47.5945,-122.297,0.14825,0.07075000000000001,0.7809999999999999,0.148825,True
237,14629,132706,2014-04-25,Washington,Spokane County,1,0,47.7152,-117.425,0.2483333333333333,0.17233333333333334,0.5796666666666667,0.2748333333333333,True
238,14658,129796,2014-04-26,Washington,Seattle,0,1,47.6619,-122.318,0.1502,0.1062,0.7436666666666667,0.22513333333333327,True
240,14831,130668,2014-04-27,Washington,Seattle,0,1,47.5502,-122.3,0.2195,0.11900000000000001,0.6615,0.12135,True
242,14910,129835,2014-04-27,Washington,Seattle (Skyway),1,0,47.4939,-122.249,0.0,0.182,0.818,-0.25,True
243,14958,131225,2014-04-28,Washington,Spokane,2,0,47.6807,-117.401,0.091,0.2816666666666667,0.6276666666666667,-0.1295666666666667,True
244,14961,206050,2014-04-28,Washington,Seattle,0,0,47.6062,-122.332,0.05458620689655171,0.19082758620689655,0.7545689655172414,-0.29757413793103443,True
245,15077,318444,2014-04-29,Washington,Mill Creek,0,0,47.8445,-122.206,0.0,0.1785,0.8214999999999999,-0.4228,True
246,15115,131838,2014-04-29,Washington,Spokane,0,0,47.7202,-117.406,0.3435,0.193,0.464,0.585,True
247,15138,131097,2014-04-29,Washington,Seattle,0,1,47.5784,-122.298,0.1955,0.12,0.6845,0.30665000000000003,True
249,15184,181109,2014-04-30,Washington,Seattle,0,0,47.4435,-122.296,0.1046,0.2172,0.6779999999999999,-0.15776000000000004,True
250,15310,133106,2014-05-01,Washington,Seattle,1,0,47.5967,-122.296,0.08399999999999999,0.1016,0.8144,-0.12764000000000006,True
251,15330,132678,2014-05-01,Washington,Puyallup,0,0,47.2009,-122.294,0.13266666666666668,0.12366666666666665,0.7436666666666666,0.02596666666666668,True
252,15337,441920,2014-05-01,Washington,Moses Lake,0,0,47.1323,-119.293,0.1015,0.14400000000000002,0.7545,-0.3067,True
254,15407,133104,2014-05-02,Washington,Seattle,1,0,47.5945,-122.297,0.13516666666666666,0.08883333333333332,0.7759999999999999,0.10200000000000002,True
256,15629,132068,2014-05-03,Washington,Everett,0,1,47.986,-122.203,0.0506,0.1878,0.7615999999999999,-0.29012000000000004,True
257,15866,132883,2014-05-05,Washington,Tacoma,0,1,47.2438,-122.45,0.12475,0.16437500000000002,0.710875,-0.0690125,True
259,15940,137420,2014-05-06,Washington,Bremerton,0,0,47.5701,-122.641,0.0,0.33299999999999996,0.6669999999999999,-0.5842999999999999,True
260,15976,132673,2014-05-06,Washington,Skyway,0,0,47.4989,-122.243,0.0,0.5770000000000001,0.423,-0.62005,True
261,16115,133109,2014-05-07,Washington,Federal Way,1,0,47.3544,-122.311,0.0245,0.17300000000000001,0.8025,-0.3730750000000001,True
264,16364,134297,2014-05-09,Washington,Tacoma,0,0,47.2579,-122.478,0.07183333333333335,0.199,0.7291666666666666,-0.2306333333333333,True
265,16368,134307,2014-05-09,Washington,Auburn,0,1,47.2951,-122.215,0.07277777777777777,0.13722222222222222,0.7901111111111112,-0.2427222222222222,True
266,16415,379330,2014-05-10,Washington,Seattle,0,0,47.5283,-122.358,0.084,0.21766666666666667,0.6981666666666667,-0.1386166666666667,True
269,16577,134550,2014-05-11,Washington,Parkland,0,1,47.149,-122.434,0.16942857142857146,0.19114285714285714,0.6394285714285715,0.04212857142857142,True
270,16605,134295,2014-05-11,Washington,Pierce County,0,1,47.1486,-122.435,0.16942857142857146,0.19114285714285714,0.6394285714285715,0.04212857142857142,True
271,16850,134730,2014-05-13,Washington,Federal Way,1,0,47.3489,-122.311,0.08549999999999999,0.16175,0.75275,-0.04567500000000002,True
276,17189,137421,2014-05-15,Washington,Bremerton,0,0,47.5707,-122.666,0.0,0.27699999999999997,0.723,-0.5574,True
277,17199,137681,2014-05-15,Washington,Seattle,0,0,47.5201,-122.265,0.10616666666666667,0.3545,0.5393333333333333,-0.38865,True
278,17237,366357,2014-05-16,Washington,Spokane,0,0,47.6588,-117.426,0.12875,0.06025,0.8109999999999999,0.065225,True
