,Unnamed: 0,incident_id,date,state,city_or_county,n_killed,n_injured,latitude,longitude,pos,neg,neu,comp,scrape
2,47,483872,2013-04-07,New York,New York (Manhattan),1,3,40.9018,-73.8511,0.0,0.545,0.455,-0.5859,True
6,126,490750,2013-07-06,New York,Brooklyn,1,3,40.6987,-73.95,0.0,0.185,0.815,-0.53625,True
7,146,491181,2013-07-20,New York,Brooklyn,0,5,40.6962,-73.9178,0.0,0.4063333333333333,0.5936666666666667,-0.7051666666666666,True
8,147,491214,2013-07-21,New York,Brooklyn,0,4,40.6699,-73.9293,0.0,0.161,0.8390000000000001,-0.5859,True
9,166,491710,2013-08-11,New York,Brooklyn,0,4,40.6524,-73.9321,0.0,0.0,1.0,0.0,True
10,187,479774,2013-09-11,New York,New York,0,4,40.7283,-74.0048,0.0273,0.1476,0.8251,-0.17151,True
13,251,495171,2013-11-28,New York,Rochester,0,4,43.1595,-77.61,0.159,0.184,0.657,0.047300000000000016,True
15,276,496684,2013-12-31,New York,Brooklyn,0,6,40.6712,-73.9088,0.1025,0.20625,0.69125,-0.27642500000000003,True
16,280,92383,2014-01-01,New York,Queens,1,0,40.7034,-73.7474,0.11599999999999999,0.204,0.68,-0.29600000000000004,True
17,281,92142,2014-01-01,New York,Brooklyn,0,1,40.6715,-73.9476,0.07139999999999999,0.3542,0.5744,-0.5545399999999999,True
20,305,92144,2014-01-01,New York,Bronx,0,1,40.8623,-73.8959,0.09971428571428573,0.212,0.6884285714285714,-0.1959428571428572,True
21,349,92395,2014-01-01,New York,Buffalo,1,0,42.8913,-78.8659,0.08,0.257,0.664,-0.6124,True
22,371,92331,2014-01-01,New York,Poughkeepsie,0,2,41.7001,-73.9158,0.14300000000000002,0.22066666666666668,0.6363333333333333,-0.06666666666666665,True
23,381,92135,2014-01-01,New York,Brooklyn,1,0,40.6838,-73.9075,0.01916666666666667,0.20600000000000002,0.7748333333333334,-0.25278333333333336,True
24,409,92139,2014-01-01,New York,Staten Island,0,1,40.6155,-74.0816,0.0,0.2144,0.7856,-0.36254000000000003,True
25,410,92133,2014-01-01,New York,Brooklyn,0,1,40.6804,-73.9167,0.016428571428571428,0.20685714285714285,0.7767142857142856,-0.2941428571428571,True
26,426,289294,2014-01-01,New York,Niagara Falls,0,0,43.0889,-79.0488,0.161,0.196,0.643,-0.1414,True
28,471,150401,2014-01-01,New York,Syracuse,0,0,43.0664,-76.1558,0.08900000000000001,0.25066666666666665,0.6603333333333334,-0.4043666666666667,True
29,481,92137,2014-01-01,New York,Bronx,0,1,40.8396,-73.8758,0.14266666666666666,0.3013333333333333,0.556,-0.4083666666666666,True
30,484,92148,2014-01-01,New York,Brooklyn,0,3,40.6505,-73.9573,0.135,0.0,0.865,0.2584,True
32,567,92707,2014-01-02,New York,Brooklyn,0,1,40.6623,-73.8948,0.1655,0.2205,0.614,-0.15949999999999998,True
33,614,92704,2014-01-03,New York,Queens,1,3,40.6775,-73.7629,0.0,0.255,0.745,-0.34,True
34,640,92718,2014-01-03,New York,Manhattan,0,0,40.7332,-74.0052,0.14966666666666664,0.13966666666666666,0.7106000000000001,0.10000666666666663,True
36,670,92987,2014-01-03,New York,Brooklyn,0,0,40.6766,-73.8617,0.11783333333333333,0.07316666666666667,0.8089999999999998,0.09031666666666667,True
37,674,100284,2014-01-03,New York,Troy,0,1,42.7356,-73.6848,0.17800000000000002,0.102,0.72,0.4215,True
39,742,116758,2014-01-04,New York,Brooklyn,0,1,40.6988,-73.9951,0.062,0.12416666666666665,0.8138333333333332,-0.1880333333333333,True
40,763,93107,2014-01-04,New York,Brooklyn,1,1,40.6693,-73.9136,0.14425,0.1715,0.68425,-0.10705,True
41,804,92984,2014-01-04,New York,Brooklyn,1,0,40.6599,-73.9426,0.116,0.34700000000000003,0.5366666666666666,-0.4792,True
42,811,94551,2014-01-04,New York,Brooklyn,0,0,40.634,-73.9497,0.06720000000000001,0.15299999999999994,0.7798,-0.21336000000000005,True
47,916,93811,2014-01-05,New York,Albany,0,0,42.6318,-73.7757,0.0,0.583,0.41700000000000004,-0.6808,True
51,984,93121,2014-01-05,New York,Queens,0,2,40.7146,-73.7812,0.223,0.0,0.777,0.5773,True
53,1058,93793,2014-01-06,New York,Newburgh,1,0,41.5148,-74.0121,0.0,0.255,0.745,-0.5859,True
56,1163,94557,2014-01-07,New York,Shirley,0,0,40.8006,-72.8713,0.0,0.327,0.6729999999999999,-0.8658,True
57,1193,94113,2014-01-07,New York,Syracuse,1,0,43.059,-76.1454,0.16899999999999998,0.312,0.519,-0.2732,True
60,1251,292428,2014-01-08,New York,Buffalo,0,0,42.89,-78.8817,0.08,0.257,0.664,-0.6124,True
61,1258,94455,2014-01-08,New York,Poughkeepsie,0,1,41.6908,-73.8832,0.32799999999999996,0.32799999999999996,0.345,0.25,True
62,1269,94553,2014-01-08,New York,Manhattan,0,1,40.8182,-73.9605,0.14033333333333334,0.201,0.6583333333333333,-0.15313333333333334,True
63,1270,94555,2014-01-08,New York,Manhattan,1,0,40.8139,-73.9448,0.09241666666666666,0.20691666666666667,0.7007499999999999,-0.245725,True
65,1310,94567,2014-01-08,New York,Queens,1,0,40.6997,-73.8079,0.0,0.243,0.757,-0.42255,True
67,1452,94541,2014-01-09,New York,Syracuse,0,0,43.0664,-76.1558,0.08900000000000001,0.25066666666666665,0.6603333333333334,-0.4043666666666667,True
69,1592,95239,2014-01-10,New York,Poughkeepsie,0,0,41.7093,-73.9034,0.2555,0.256,0.489,-0.058099999999999985,True
70,1606,95112,2014-01-10,New York,Bronx,1,0,40.8505,-73.9059,0.10763636363636364,0.22218181818181815,0.6701818181818181,-0.14919090909090912,True
72,1650,95993,2014-01-11,New York,Yonkers,0,1,40.9247,-73.9026,0.233,0.204,0.5630000000000001,0.08136666666666666,True
74,1701,101610,2014-01-11,New York,Staten Island,0,0,40.6255,-74.0809,0.0,0.162,0.8380000000000001,-0.17,True
75,1720,102508,2014-01-11,New York,Syracuse,0,0,43.0481,-76.1474,0.0,0.28600000000000003,0.7140000000000001,-0.34,True
79,1945,98052,2014-01-13,New York,Rochester,0,1,43.1738,-77.5936,0.0,0.545,0.455,-0.34,True
80,1946,95988,2014-01-13,New York,Yonkers,0,1,40.9346,-73.8958,0.121,0.21033333333333332,0.6683333333333333,-0.27426666666666666,True
81,1969,96618,2014-01-13,New York,Bronx,0,1,40.8566,-73.8676,0.08057142857142856,0.19557142857142856,0.7238571428571429,-0.29624285714285714,True
82,2004,98183,2014-01-13,New York,Troy,0,1,42.7275,-73.6898,0.17800000000000002,0.102,0.72,0.4215,True
83,2007,97933,2014-01-13,New York,Queens,0,1,40.7558,-73.9219,0.0,0.0,1.0,0.0,True
85,2046,97925,2014-01-13,New York,Brooklyn,0,0,40.7243,-73.9498,0.0987,0.1337,0.7676000000000001,-0.04453000000000002,True
86,2113,96615,2014-01-14,New York,Bellport,0,1,40.7734,-72.9439,0.124,0.142,0.7340000000000001,-0.1027,True
88,2201,96611,2014-01-14,New York,Manhattan,1,0,40.7891,-73.9486,0.07285714285714286,0.19807142857142854,0.7290714285714286,-0.1977357142857143,True
93,2283,98180,2014-01-15,New York,Albany,0,1,42.6597,-73.7668,0.08313333333333332,0.2401333333333333,0.6767999999999998,-0.3929,True
94,2359,97922,2014-01-15,New York,Manhattan,0,0,40.7549,-73.9685,0.12652941176470586,0.19170588235294114,0.6818235294117647,-0.11544705882352944,True
95,2362,97919,2014-01-15,New York,Manhattan,0,0,40.7608,-73.9682,0.11590476190476193,0.18261904761904765,0.7015238095238094,-0.11644285714285715,True
97,2387,99816,2014-01-15,New York,Bronx,0,0,40.8893,-73.8216,0.155,0.248,0.597,-0.3252,True
99,2448,98909,2014-01-16,New York,Bronx,1,0,40.8218,-73.9036,0.0,0.613,0.387,-0.8176,True
100,2488,98171,2014-01-16,New York,Albany,0,1,42.6706,-73.7746,0.024166666666666663,0.2923333333333333,0.6835,-0.4893,True
101,2492,97903,2014-01-16,New York,Deer Park,1,1,40.7632,-73.3239,0.172,0.084,0.7440000000000001,0.4019,True
102,2500,101089,2014-01-16,New York,Brooklyn,0,0,40.7104,-73.9589,0.1691,0.15675,0.6741999999999998,0.04572,True
103,2504,99841,2014-01-16,New York,Manhattan,0,0,40.7501,-73.9749,0.1021904761904762,0.16576190476190478,0.7319047619047618,-0.0563,True
104,2536,97911,2014-01-16,New York,Brooklyn,0,0,40.7013,-73.9368,0.0,0.2785,0.7215,-0.4697750000000001,True
105,2578,99440,2014-01-16,New York,Brooklyn,0,0,40.6574,-73.8991,0.0,0.375,0.625,-0.34,True
107,2614,98564,2014-01-17,New York,Newburgh,0,0,41.4978,-74.0129,0.0,0.029333333333333333,0.9706666666666668,-0.08613333333333334,True
110,2641,98211,2014-01-17,New York,Syracuse,0,1,43.0187,-76.1516,0.14975,0.11375,0.7364999999999999,-0.08494999999999997,True
112,2657,98174,2014-01-17,New York,Colonie,0,0,42.7162,-73.8312,0.0955,0.155,0.7495,-0.09267499999999998,True
113,2676,97983,2014-01-17,New York,Albany,0,1,42.6477,-73.7517,0.02625,0.17575,0.7979999999999999,-0.46875,True
114,2681,99443,2014-01-17,New York,Brooklyn,0,0,40.6782,-73.9442,0.1067777777777778,0.25066666666666665,0.6424444444444444,-0.4097555555555556,True
115,2683,98914,2014-01-17,New York,Bronx,0,1,40.8173,-73.9052,0.0,0.613,0.387,-0.8176,True
116,2722,99436,2014-01-17,New York,Brooklyn,0,1,40.6858,-73.9236,0.0,0.1875,0.8125,-0.17,True
118,2741,97914,2014-01-18,New York,Brooklyn,1,1,40.6277,-73.9609,0.117,0.17,0.7130000000000001,-0.2646333333333333,True
119,2752,97775,2014-01-18,New York,Syracuse,0,3,43.0148,-76.1481,0.08118750000000001,0.2549375,0.663875,-0.3756499999999999,True
120,2784,98978,2014-01-18,New York,Queens,0,1,40.6744,-73.7992,0.131,0.087,0.782,0.2363,True
121,2801,98920,2014-01-18,New York,Rochester,0,1,43.1836,-77.583,0.15,0.213,0.6371666666666668,-0.06835000000000001,True
125,2869,99446,2014-01-18,New York,Uniondale,0,1,40.7141,-73.5912,0.156,0.2205,0.6235,-0.11809999999999997,True
127,2971,100279,2014-01-19,New York,Albany,0,2,42.645,-73.7552,0.0398,0.207,0.7531999999999999,-0.5150600000000001,True
130,3019,98447,2014-01-19,New York,Staten Island,0,0,40.5589,-74.1982,0.08833333333333332,0.10966666666666668,0.8016666666666666,-0.03909999999999999,True
131,3030,99553,2014-01-20,New York,Brooklyn,0,1,40.6707,-73.9504,0.17225,0.26,0.5675,-0.113225,True
135,3133,99555,2014-01-20,New York,Brooklyn,0,1,40.6646,-73.9056,0.0,0.375,0.625,-0.34,True
137,3150,99083,2014-01-20,New York,Brooklyn,0,1,40.6516,-73.9379,0.0,0.078,0.922,-0.17,True
138,3157,99826,2014-01-20,New York,Brooklyn,0,0,40.6568,-73.9181,0.0,0.0,1.0,0.0,True
144,3378,99819,2014-01-22,New York,Bronx,0,1,40.8642,-73.8913,0.06711111111111111,0.2248888888888889,0.7081111111111111,-0.2741888888888889,True
149,3560,99822,2014-01-23,New York,Bronx,0,0,40.8653,-73.8704,0.1095,0.2735,0.617,-0.5957,True
150,3596,101077,2014-01-24,New York,Bronx,0,1,40.8264,-73.9081,0.056333333333333326,0.217,0.7265,-0.22115,True
151,3638,100413,2014-01-24,New York,Bronx,1,0,40.894,-73.8597,0.0,0.1102,0.8897999999999999,-0.31158,True
153,3655,100286,2014-01-24,New York,Schenectady,0,0,42.8145,-73.937,0.0,0.0,1.0,0.0,True
157,3725,117256,2014-01-25,New York,Bronx,0,0,40.833,-73.9059,0.1165,0.0955,0.7879999999999999,0.1449,True
161,3781,104752,2014-01-25,New York,Manhattan,0,0,40.7336,-74.0027,0.0344,0.14626666666666666,0.8193333333333332,-0.20071333333333333,True
164,3914,101620,2014-01-26,New York,Rochester,0,1,43.1521,-77.6357,0.0,0.136,0.8640000000000001,-0.5267,True
165,3941,284330,2014-01-26,New York,Syracuse,0,0,43.0365,-76.1771,0.307,0.1025,0.5905,0.3961,True
167,4000,100677,2014-01-27,New York,Syracuse,0,1,43.0482,-76.0996,0.14025,0.248,0.61175,-0.2023,True
168,4054,101900,2014-01-27,New York,Albany,0,0,42.6637,-73.7701,0.078,0.2377142857142857,0.6844285714285714,-0.3096142857142857,True
170,4075,101828,2014-01-27,New York,Bronx,0,0,40.8268,-73.8181,0.04033333333333333,0.39433333333333337,0.5650000000000001,-0.5385666666666666,True
175,4142,101567,2014-01-27,New York,Poughkeepsie,0,0,41.7043,-73.9126,0.07066666666666667,0.129,0.8003333333333335,-0.19243333333333332,True
176,4145,102433,2014-01-27,New York,North Tonawanda,0,0,43.0537,-78.8438,0.0,0.441,0.5589999999999999,-0.7964,True
177,4150,114720,2014-01-28,New York,Syracuse,1,0,43.0415,-76.1595,0.307,0.1025,0.5905,0.3961,True
178,4177,101887,2014-01-28,New York,Bronx,0,0,40.8452,-73.8661,0.116,0.1265,0.7575,-0.03826250000000002,True
183,4283,114725,2014-01-29,New York,Staten Island,0,1,40.6393,-74.0877,0.08199999999999999,0.317,0.601,-0.79965,True
184,4332,107281,2014-01-29,New York,Brooklyn,0,1,40.6773,-73.9831,0.037333333333333336,0.13533333333333333,0.8273333333333334,-0.2777,True
188,4413,104791,2014-01-30,New York,Brooklyn,0,1,40.671,-73.8634,0.0,0.16899999999999998,0.831,-0.3192333333333333,True
192,4448,102448,2014-01-30,New York,North Tonawanda,0,0,43.0649,-78.8448,0.0,0.441,0.5589999999999999,-0.7964,True
193,4482,102505,2014-01-30,New York,Syracuse,0,0,43.0524,-76.133,0.0,0.474,0.526,-0.3818,True
194,4485,104161,2014-01-30,New York,Bronx,0,1,40.8433,-73.9192,0.155,0.13033333333333333,0.7146666666666667,0.09836666666666664,True
195,4492,102498,2014-01-30,New York,Syracuse,0,0,43.0161,-76.1411,0.08854545454545455,0.2294545454545455,0.6819999999999999,-0.3091,True
196,4543,102996,2014-01-31,New York,Queens,0,1,40.7422,-73.8811,0.0,0.16766666666666666,0.8323333333333333,-0.2266666666666667,True
199,4627,102999,2014-01-31,New York,Brooklyn,0,1,40.6655,-73.9264,0.0,0.3425,0.6575,-0.52735,True
200,4633,111716,2014-01-31,New York,Rochester,0,0,43.1755,-77.5907,0.0,0.607,0.39299999999999996,-0.8286,True
201,4650,104159,2014-01-31,New York,Bronx,1,1,40.832,-73.9198,0.11625,0.262,0.6214999999999999,-0.27025,True
202,4663,104797,2014-01-31,New York,Queens,0,1,40.691,-73.7976,0.0,0.524,0.47600000000000003,-0.9062,True
204,4768,102905,2014-02-01,New York,Rochester,1,0,43.1917,-77.6311,0.0,0.183,0.8170000000000001,-0.4005,True
205,4792,116733,2014-02-01,New York,Brooklyn,0,0,40.6943,-73.97800000000002,0.10644444444444444,0.16055555555555553,0.7328888888888888,-0.15733333333333335,True
207,4886,116744,2014-02-02,New York,Brooklyn,0,0,40.696,-73.9764,0.11975,0.16125,0.718875,-0.10732500000000003,True
208,4911,104759,2014-02-02,New York,Queens,0,0,40.6777,-73.8272,0.124,0.0545,0.8215,0.2553,True
210,4967,103543,2014-02-03,New York,Yonkers,0,1,40.9228,-73.9026,0.0925,0.264,0.6438333333333334,-0.24415,True
211,5017,103440,2014-02-03,New York,Kingston,1,0,41.93,-73.9992,0.0,0.16233333333333333,0.8376666666666667,-0.4569333333333334,True
212,5097,103594,2014-02-03,New York,Bronx,1,0,40.8447,-73.9228,0.1184,0.2996,0.5820000000000001,-0.33278,True
213,5106,104220,2014-02-04,New York,Brooklyn,1,0,40.6467,-73.9094,0.42100000000000004,0.0,0.579,0.9198,True
214,5128,104777,2014-02-04,New York,Staten Island,0,1,40.6166,-74.0827,0.0,0.0,1.0,0.0,True
215,5188,104156,2014-02-04,New York,Bronx,0,1,40.868,-73.8959,0.04542857142857143,0.21128571428571427,0.7434285714285714,-0.27848571428571434,True
216,5198,458194,2014-02-04,New York,Rochester (Irondequoit),0,0,43.1682,-77.6019,0.2995,0.092,0.6085,0.13624999999999998,True
218,5214,207252,2014-02-04,New York,Staten Island,0,1,40.6126,-74.0831,0.0,0.0,1.0,0.0,True
219,5222,104212,2014-02-05,New York,Brooklyn,1,0,40.6545,-73.9877,0.2275,0.1875,0.585,0.010599999999999998,True
221,5334,223035,2014-02-06,New York,Brockport,0,0,43.2129,-77.9537,0.054000000000000006,0.0465,0.9,0.0455,True
222,5381,104855,2014-02-06,New York,Rochester,1,0,43.1708,-77.6008,0.2995,0.3035,0.397,-0.0060999999999999934,True
223,5401,104767,2014-02-06,New York,Brooklyn,0,1,40.6771,-73.9737,0.1424,0.1582,0.6994,-0.10044000000000003,True
226,5463,104839,2014-02-07,New York,Rochester,1,0,43.17100000000001,-77.5999,0.20175,0.2735,0.52475,-0.19555,True
227,5465,106634,2014-02-07,New York,Bronx,1,1,40.832,-73.9198,0.256,0.37799999999999995,0.366,-0.25,True
228,5476,104757,2014-02-07,New York,Manhattan,0,2,40.7486,-74.0048,0.08269230769230769,0.13923076923076924,0.7780769230769231,-0.1770923076923077,True
229,5555,117536,2014-02-07,New York,Syracuse,0,1,43.0345,-76.1635,0.307,0.1025,0.5905,0.3961,True
231,5636,105651,2014-02-08,New York,Amherst,0,1,42.9578,-78.8184,0.16933333333333336,0.24900000000000005,0.5816666666666667,-0.11836666666666668,True
232,5653,105646,2014-02-08,New York,Buffalo,0,0,42.945,-78.8137,0.1732,0.3162,0.5108,-0.33444,True
236,5831,107886,2014-02-10,New York,Manorhaven,0,0,40.8345,-73.6954,0.0495,0.1395,0.8109999999999999,-0.13455,True
238,5896,107881,2014-02-11,New York,Levittown,0,0,40.7427,-73.5061,0.0,0.255,0.745,-0.34,True
241,6127,106834,2014-02-13,New York,Poughkeepsie,0,0,41.6967,-73.9046,0.079,0.1844285714285714,0.7365714285714285,-0.31032857142857145,True
244,6227,150979,2014-02-14,New York,Farmingdale,0,0,40.7322,-73.4237,0.0,0.0,1.0,0.0,True
247,6399,107506,2014-02-16,New York,Albany,0,2,42.6609,-73.766,0.2876666666666666,0.14766666666666667,0.5645,0.2255666666666667,True
248,6427,109476,2014-02-16,New York,Bronx,0,1,40.8821,-73.8272,0.0,0.263,0.737,-0.5526,True
249,6435,107879,2014-02-16,New York,Brooklyn,0,1,40.6727,-73.8903,0.0,0.0,1.0,0.0,True
250,6455,107509,2014-02-16,New York,Albany,1,0,42.6376,-73.7596,0.0,0.32899999999999996,0.6709999999999999,-0.6588,True
251,6675,109468,2014-02-19,New York,Bronx,0,3,40.8226,-73.9204,0.0,0.3165,0.6835,-0.5482,True
252,6849,108574,2014-02-20,New York,Syracuse,0,1,43.0483,-76.1135,0.16399999999999998,0.0525,0.7835000000000001,0.22365,True
253,6878,116721,2014-02-20,New York,Brooklyn,0,0,40.6782,-73.9442,0.1207142857142857,0.1575714285714286,0.7217142857142856,-0.10825714285714286,True
254,6900,116751,2014-02-21,New York,Brooklyn,0,1,40.6516,-73.9379,0.037000000000000005,0.16699999999999998,0.7955,-0.35525,True
256,6923,108800,2014-02-21,New York,Albany,0,1,42.6453,-73.7763,0.09766666666666668,0.212,0.6900000000000001,-0.2359,True
257,6938,222659,2014-02-21,New York,Buffalo,1,0,42.9225,-78.8249,0.0,0.28600000000000003,0.7140000000000001,-0.34,True
259,7014,109461,2014-02-22,New York,Manhattan,0,0,40.7185,-73.9866,0.0302,0.2463,0.7234999999999999,-0.29875,True
260,7018,109463,2014-02-22,New York,Manhattan,0,0,40.7453,-73.9769,0.08370588235294119,0.18476470588235291,0.7316470588235294,-0.18767647058823525,True
261,7079,109470,2014-02-22,New York,Brooklyn,0,1,40.6758,-73.9444,0.12355555555555554,0.15400000000000005,0.7224444444444444,-0.10314444444444444,True
263,7134,116726,2014-02-23,New York,Brooklyn,0,0,40.714,-73.9426,0.2735,0.099,0.627,0.4378,True
265,7189,116681,2014-02-23,New York,Troy,0,0,42.723,-73.6921,0.08549999999999999,0.231,0.6835,-0.2364,True
266,7193,222661,2014-02-23,New York,Buffalo,1,0,42.9313,-78.8393,0.0,0.2685,0.7315,-0.47795,True
267,7200,116676,2014-02-23,New York,Troy,0,0,42.7291,-73.6726,0.0,0.193,0.807,-0.6486,True
268,7205,109459,2014-02-23,New York,New York (Manhattan),1,0,40.7495,-73.9893,0.06851351351351352,0.14616216216216216,0.7853783783783784,-0.126,True
270,7346,111710,2014-02-24,New York,Rochester,3,0,43.1428,-77.6582,0.0,0.19399999999999998,0.8059999999999999,-0.34,True
271,7360,118376,2014-02-25,New York,Niagara Falls,0,1,43.09,-79.0294,0.039,0.3120000000000001,0.649,-0.78545,True
272,7384,449798,2014-02-25,New York,Buffalo,0,0,42.88,-78.8599,0.0765,0.255,0.6685,-0.37725,True
273,7447,200088,2014-02-25,New York,Wallkill,2,0,41.4431,-74.4019,0.2665,0.201,0.5325,0.18899999999999997,True
274,7452,110141,2014-02-25,New York,Camillus,0,0,43.0524,-76.2692,0.0,0.231,0.769,-0.34,True
275,7513,110588,2014-02-26,New York,Brooklyn,0,0,40.6938,-73.9913,0.054142857142857145,0.19899999999999998,0.7467142857142858,-0.30810000000000004,True
276,7650,110964,2014-02-28,New York,Brooklyn,1,0,40.6652,-73.9398,0.08800000000000001,0.235,0.6765,-0.35525,True
278,7774,111175,2014-03-01,New York,Manhattan,0,2,40.7343,-74.003,0.0996470588235294,0.1575294117647059,0.7428235294117648,-0.14264117647058822,True
280,7852,115995,2014-03-02,New York,Bronx,0,1,40.8568,-73.8899,0.06760000000000001,0.2245,0.7079,-0.29448,True
286,8448,115262,2014-03-08,New York,Poughkeepsie,0,0,41.7006,-73.9256,0.0505,0.289,0.6605,-0.44105,True
288,8463,261724,2014-03-08,New York,Buffalo,0,0,42.9225,-78.8249,0.03925,0.3035,0.65725,-0.41715,True
289,8560,113274,2014-03-09,New York,Bronx,1,0,40.8568,-73.8899,0.08600000000000001,0.2617777777777778,0.6523333333333334,-0.35108888888888884,True
290,8662,115261,2014-03-09,New York,Poughkeepsie,0,1,41.6994,-73.9279,0.0505,0.289,0.6605,-0.44105,True
292,8720,225712,2014-03-10,New York,Rochester,1,0,43.1835,-77.5817,0.0,0.31633333333333336,0.6836666666666668,-0.5499333333333334,True
298,8899,493013,2014-03-11,New York,Bronx,0,1,40.8625,-73.8663,0.049,0.257,0.6940000000000001,-0.7184,True
301,9074,134708,2014-03-13,New York,Bronx,1,1,40.8368,-73.8859,0.11266666666666665,0.10966666666666668,0.7776666666666667,-0.009666666666666664,True
302,9128,309486,2014-03-14,New York,Ithaca,0,0,42.4492,-76.4919,0.0,0.6759999999999999,0.324,-0.9393,True
303,9147,115012,2014-03-14,New York,Brooklyn,0,4,40.7122,-73.9591,0.15066666666666664,0.16155555555555556,0.6875555555555556,0.02727777777777777,True
304,9151,115020,2014-03-14,New York,Brooklyn,1,0,40.6655,-73.9264,0.2043333333333333,0.16766666666666666,0.628,0.10563333333333334,True
305,9155,115023,2014-03-14,New York,Queens,0,1,40.6829,-73.7812,0.0,0.336,0.664,-0.765,True
307,9204,115018,2014-03-14,New York,Manhattan,1,0,40.8101,-73.955,0.0,0.14375,0.85625,-0.3457,True
308,9205,115016,2014-03-14,New York,Bronx,1,2,40.8447,-73.8793,0.1018,0.08280000000000001,0.8154,0.07909999999999999,True
309,9252,115988,2014-03-15,New York,Bronx,0,1,40.8456,-73.9078,0.09283333333333332,0.23366666666666666,0.6735000000000001,-0.2028833333333333,True
310,9281,115575,2014-03-15,New York,Albany,0,1,42.6618,-73.7746,0.0,0.13,0.87,-0.34,True
311,9282,115190,2014-03-15,New York,Manhattan,0,1,40.8449,-73.9352,0.09216666666666666,0.332,0.5758333333333333,-0.4192833333333333,True
312,9290,116007,2014-03-15,New York,Buffalo,0,0,42.8918,-78.8354,0.0,0.375,0.625,-0.34,True
314,9328,115577,2014-03-15,New York,Albany,0,1,42.6641,-73.7639,0.106,0.344,0.551,-0.636,True
315,9338,115188,2014-03-15,New York,Brooklyn,1,0,40.6835,-73.9622,0.09442857142857143,0.2581428571428571,0.6475714285714285,-0.2651,True
317,9406,117426,2014-03-16,New York,Tonawanda,0,1,43.0343,-78.8491,0.0,0.375,0.625,-0.34,True
318,9413,116950,2014-03-16,New York,Bronx,1,0,40.8178,-73.9223,0.066,0.16866666666666666,0.7653333333333334,-0.14366666666666664,True
319,9437,115991,2014-03-16,New York,Bronx,0,1,40.8799,-73.8753,0.03471428571428571,0.2473333333333333,0.7179047619047618,-0.4736190476190475,True
320,9441,115993,2014-03-16,New York,Bronx,0,1,40.8717,-73.8486,0.07890909090909091,0.23045454545454544,0.6906363636363637,-0.2584636363636363,True
321,9450,126591,2014-03-16,New York,Brooklyn,0,0,40.6367,-73.9905,0.0545,0.196,0.7494999999999999,-0.36275,True
323,9474,574640,2014-03-16,New York,Garden City,1,1,40.7411,-73.617,0.27699999999999997,0.113,0.61,0.5423,True
325,9503,115949,2014-03-17,New York,Albany,0,1,42.6602,-73.7669,0.106,0.344,0.551,-0.636,True
326,9508,116249,2014-03-17,New York,Poughkeepsie,1,0,41.701,-73.9211,0.184,0.0,0.816,0.4877,True
327,9521,116802,2014-03-17,New York,Bronx,0,0,40.8358,-73.9235,0.09383333333333332,0.131,0.7751666666666668,0.05375,True
328,9552,118881,2014-03-17,New York,Brooklyn,0,4,40.7122,-73.9591,0.138625,0.117625,0.7435,0.05199999999999999,True
332,9585,118816,2014-03-17,New York,Bronx,0,0,40.8331,-73.9059,0.20800000000000002,0.1605,0.6315,0.2292,True
333,9595,225342,2014-03-17,New York,Buffalo,0,1,42.8963,-78.8833,0.113,0.0865,0.8005,-0.04235,True
335,9717,116783,2014-03-18,New York,Queens,0,0,40.7491,-73.9194,0.0,0.1785,0.8215,-0.34,True
336,9736,118871,2014-03-19,New York,Brooklyn,0,0,40.6532,-73.9592,0.023666666666666662,0.06466666666666666,0.9116666666666668,-0.08760000000000001,True
337,9765,126589,2014-03-19,New York,Brooklyn,0,0,40.6803,-73.9969,0.41700000000000004,0.0,0.583,0.8344,True
343,9981,116929,2014-03-20,New York,Brooklyn,1,0,40.6912,-73.9397,0.039,0.1938,0.7672,-0.46944,True
345,10002,118887,2014-03-21,New York,Bronx,1,0,40.8412,-73.9094,0.087625,0.237125,0.67525,-0.1692875,True
346,10067,298835,2014-03-21,New York,Newburgh,0,0,41.505,-74.0151,0.1005,0.16,0.7390000000000001,-0.2042,True
348,10110,117420,2014-03-21,New York,Brooklyn,0,0,40.6819,-73.9437,0.060888888888888874,0.2404444444444445,0.6987777777777778,-0.4263888888888889,True
349,10178,121531,2014-03-22,New York,Bronx,0,1,40.8643,-73.8898,0.116125,0.310375,0.573625,-0.2861125,True
353,10301,118029,2014-03-23,New York,Rochester,0,0,43.1927,-77.6373,0.02266666666666667,0.3133333333333333,0.6643333333333333,-0.6298333333333334,True
356,10429,117987,2014-03-24,New York,Staten Island,0,1,40.5768,-74.0882,0.13399999999999998,0.13442857142857145,0.7314285714285714,0.0035428571428571492,True
360,10486,118891,2014-03-24,New York,Bronx,1,0,40.8126,-73.9292,0.066,0.10633333333333334,0.8276666666666667,0.0,True
361,10507,118811,2014-03-25,New York,Lockport,0,0,43.1723,-78.6765,0.419,0.258,0.32299999999999995,0.3612,True
364,10617,119148,2014-03-25,New York,Bronx,0,0,40.8234,-73.8642,0.0,0.0,1.0,0.0,True
365,10656,118897,2014-03-26,New York,Brooklyn,0,0,40.5806,-73.9367,0.0,0.275,0.7250000000000001,-0.45016666666666666,True
367,10685,118789,2014-03-26,New York,Buffalo,1,1,42.9212,-78.8496,0.0494,0.1526,0.7979999999999999,-0.054020000000000006,True
368,10733,126587,2014-03-26,New York,Brooklyn,0,0,40.6091,-74.0057,0.276,0.171,0.552,0.2263,True
