state,year,gun,count_guns,latitude,longitude,mean_n_killed,mean_n_injured,count_handgun,count_shotgun,fip,state_abbr,population
Arkansas,2015,32 Auto,3,35.90286666666666,-91.77326666666666,0.0,0.3333333333333333,0,0,5, AR,2978048
Arkansas,2015,357 Mag,2,34.45675,-91.85640000000001,0.0,0.0,0,0,5, AR,2978048
Arkansas,2015,38 Spl,4,35.433,-93.41377499999999,0.0,0.0,0,0,5, AR,2978048
Arkansas,2015,380 Auto,11,35.03475454545455,-92.15630909090909,0.0,0.09090909090909091,0,0,5, AR,2978048
Arkansas,2015,40 SW,6,35.42588333333333,-91.22775,0.0,0.16666666666666666,0,0,5, AR,2978048
Arkansas,2015,45 Auto,3,34.904199999999996,-92.35416666666667,0.3333333333333333,0.0,0,0,5, AR,2978048
Arkansas,2015,9mm,14,35.062914285714285,-91.86880714285715,0.0,0.07142857142857142,0,0,5, AR,2978048
Arkansas,2015,Handgun,10,35.19605,-92.47712,0.8,0.3,10,0,5, AR,2978048
Arkansas,2015,Other,12,35.28511666666667,-91.91285833333332,0.0,0.0,0,0,5, AR,2978048
Arkansas,2015,Rifle,3,35.31086666666666,-92.12776666666667,0.6666666666666666,0.3333333333333333,0,0,5, AR,2978048
Arkansas,2015,Shotgun,4,34.984275,-92.35255,0.0,0.0,0,4,5, AR,2978048
Arkansas,2015,Unknown,126,34.83776000000001,-92.35274879999996,0.2698412698412698,0.2619047619047619,0,0,5, AR,2978048
Arkansas,2016,12 gauge,5,35.570475,-93.7614,0.0,0.2,0,0,5, AR,2989918
Arkansas,2016,20 gauge,1,,,1.0,0.0,0,0,5, AR,2989918
Arkansas,2016,22 LR,13,35.44427692307692,-92.53259230769231,0.07692307692307693,0.23076923076923078,0,0,5, AR,2989918
Arkansas,2016,25 Auto,2,36.091049999999996,-92.0968,0.0,0.0,0,0,5, AR,2989918
Arkansas,2016,357 Mag,4,35.574725,-91.98335,0.25,0.25,0,0,5, AR,2989918
Arkansas,2016,38 Spl,5,35.04858,-93.66348,0.0,0.2,0,0,5, AR,2989918
Arkansas,2016,380 Auto,4,35.286699999999996,-91.92852500000001,0.0,0.0,0,0,5, AR,2989918
Arkansas,2016,40 SW,2,34.98585,-93.3733,0.0,0.5,0,0,5, AR,2989918
Arkansas,2016,45 Auto,3,35.15695,-91.8442,0.0,0.3333333333333333,0,0,5, AR,2989918
Arkansas,2016,9mm,15,35.431576923076925,-91.57315384615384,0.0,0.06666666666666667,0,0,5, AR,2989918
Arkansas,2016,Handgun,45,35.0809,-92.83977441860466,0.15555555555555556,0.28888888888888886,45,0,5, AR,2989918
Arkansas,2016,Other,9,35.19435555555555,-92.22841111111113,0.0,0.1111111111111111,0,0,5, AR,2989918
Arkansas,2016,Rifle,9,34.980700000000006,-93.66549999999998,0.3333333333333333,0.2222222222222222,0,0,5, AR,2989918
Arkansas,2016,Shotgun,7,35.71342857142857,-92.23065714285713,0.2857142857142857,0.0,0,7,5, AR,2989918
Arkansas,2016,Unknown,428,35.06967301587303,-92.14777089947088,0.2383177570093458,0.39953271028037385,0,0,5, AR,2989918
Arkansas,2017,12 gauge,3,35.8163,-90.55296666666668,0.0,0.0,0,0,5, AR,3001345
Arkansas,2017,22 LR,13,34.87987692307692,-93.02015384615386,0.07692307692307693,0.38461538461538464,0,0,5, AR,3001345
